"trainer/global_step","2e4 - _step","2e4 - _step__MIN","2e4 - _step__MAX","2e4 - val-MAE Hessian","2e4 - val-MAE Hessian__MIN","2e4 - val-MAE Hessian__MAX","7e5 - _step","7e5 - _step__MIN","7e5 - _step__MAX","7e5 - val-MAE Hessian","7e5 - val-MAE Hessian__MIN","7e5 - val-MAE Hessian__MAX","5e5 - _step","5e5 - _step__MIN","5e5 - _step__MAX","5e5 - val-MAE Hessian","5e5 - val-MAE Hessian__MIN","5e5 - val-MAE Hessian__MAX","3e5 - _step","3e5 - _step__MIN","3e5 - _step__MAX","3e5 - val-MAE Hessian","3e5 - val-MAE Hessian__MIN","3e5 - val-MAE Hessian__MAX","6e5 - _step","6e5 - _step__MIN","6e5 - _step__MAX","6e5 - val-MAE Hessian","6e5 - val-MAE Hessian__MIN","6e5 - val-MAE Hessian__MAX","2e5 - _step","2e5 - _step__MIN","2e5 - _step__MAX","2e5 - val-MAE Hessian","2e5 - val-MAE Hessian__MIN","2e5 - val-MAE Hessian__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-MAE Hessian","1e3 - val-MAE Hessian__MIN","1e3 - val-MAE Hessian__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-MAE Hessian","1e6 - val-MAE Hessian__MIN","1e6 - val-MAE Hessian__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-MAE Hessian","1e4 - val-MAE Hessian__MIN","1e4 - val-MAE Hessian__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-MAE Hessian","1e5 - val-MAE Hessian__MIN","1e5 - val-MAE Hessian__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-MAE Hessian","4e5 - val-MAE Hessian__MIN","4e5 - val-MAE Hessian__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-MAE Hessian","8e5 - val-MAE Hessian__MIN","8e5 - val-MAE Hessian__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-MAE Hessian","1.7e6 - val-MAE Hessian__MIN","1.7e6 - val-MAE Hessian__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-MAE Hessian","8e4 - val-MAE Hessian__MIN","8e4 - val-MAE Hessian__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-MAE Hessian","6e4 - val-MAE Hessian__MIN","6e4 - val-MAE Hessian__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-MAE Hessian","4e4 - val-MAE Hessian__MIN","4e4 - val-MAE Hessian__MAX"
"71999","","","","","","","","","","","","","","","","","","","144064","144064","144064","0.0417616106569767","0.0417616106569767","0.0417616106569767","","","","","","","","","","","","","148819","148819","148819","0.14518024027347565","0.14518024027347565","0.14518024027347565","144064","144064","144064","0.040088240057229996","0.040088240057229996","0.040088240057229996","144481","144481","144481","0.06810630112886429","0.06810630112886429","0.06810630112886429","144066","144066","144066","0.044847629964351654","0.044847629964351654","0.044847629964351654","144064","144064","144064","0.04146584868431091","0.04146584868431091","0.04146584868431091","144064","144064","144064","0.04233222454786301","0.04233222454786301","0.04233222454786301","144064","144064","144064","0.039708323776721954","0.039708323776721954","0.039708323776721954","144077","144077","144077","0.04450152441859245","0.04450152441859245","0.04450152441859245","144096","144096","144096","0.04658716544508934","0.04658716544508934","0.04658716544508934","144135","144135","144135","0.04809393361210823","0.04809393361210823","0.04809393361210823"
"75599","","","","","","","","","","","","","","","","","","","151268","151268","151268","0.04181542247533798","0.04181542247533798","0.04181542247533798","","","","","","","","","","","","","156260","156260","156260","0.14541587233543396","0.14541587233543396","0.14541587233543396","151268","151268","151268","0.0398164726793766","0.0398164726793766","0.0398164726793766","151705","151705","151705","0.06855791807174683","0.06855791807174683","0.06855791807174683","151269","151269","151269","0.04301401227712631","0.04301401227712631","0.04301401227712631","151268","151268","151268","0.04100385680794716","0.04100385680794716","0.04100385680794716","151268","151268","151268","0.04100096970796585","0.04100096970796585","0.04100096970796585","151268","151268","151268","0.043492138385772705","0.043492138385772705","0.043492138385772705","151281","151281","151281","0.043889302760362625","0.043889302760362625","0.043889302760362625","151301","151301","151301","0.043288011103868484","0.043288011103868484","0.043288011103868484","151341","151341","151341","0.04756348580121994","0.04756348580121994","0.04756348580121994"
"76799","153659","153659","153659","0.04122709482908249","0.04122709482908249","0.04122709482908249","153659","153659","153659","0.04075730964541435","0.04075730964541435","0.04075730964541435","153659","153659","153659","0.03922955319285393","0.03922955319285393","0.03922955319285393","","","","","","","153659","153659","153659","0.04170997440814972","0.04170997440814972","0.04170997440814972","153659","153659","153659","0.03914479911327362","0.03914479911327362","0.03914479911327362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79199","","","","","","","","","","","","","","","","","","","158471","158471","158471","0.041863542050123215","0.041863542050123215","0.041863542050123215","","","","","","","","","","","","","163701","163701","163701","0.1453087329864502","0.1453087329864502","0.1453087329864502","158471","158471","158471","0.03911649063229561","0.03911649063229561","0.03911649063229561","158929","158929","158929","0.06844186037778854","0.06844186037778854","0.06844186037778854","158472","158472","158472","0.04233464598655701","0.04233464598655701","0.04233464598655701","158471","158471","158471","0.039317309856414795","0.039317309856414795","0.039317309856414795","158471","158471","158471","0.04017244651913643","0.04017244651913643","0.04017244651913643","158471","158471","158471","0.04030280187726021","0.04030280187726021","0.04030280187726021","158485","158485","158485","0.04336242005228996","0.04336242005228996","0.04336242005228996","158506","158506","158506","0.04644953832030296","0.04644953832030296","0.04644953832030296","158548","158548","158548","0.048345986753702164","0.048345986753702164","0.048345986753702164"
"82799","","","","","","","","","","","","","","","","","","","165674","165674","165674","0.040890395641326904","0.040890395641326904","0.040890395641326904","","","","","","","","","","","","","171142","171142","171142","0.14568182826042175","0.14568182826042175","0.14568182826042175","165674","165674","165674","0.04542515054345131","0.04542515054345131","0.04542515054345131","166153","166153","166153","0.06835398823022842","0.06835398823022842","0.06835398823022842","165676","165676","165676","0.04346565157175064","0.04346565157175064","0.04346565157175064","165674","165674","165674","0.041615329682826996","0.041615329682826996","0.041615329682826996","165674","165674","165674","0.040782757103443146","0.040782757103443146","0.040782757103443146","165674","165674","165674","0.03992420807480812","0.03992420807480812","0.03992420807480812","165689","165689","165689","0.04329390823841095","0.04329390823841095","0.04329390823841095","165711","165711","165711","0.04625372216105461","0.04625372216105461","0.04625372216105461","165755","165755","165755","0.04773525148630142","0.04773525148630142","0.04773525148630142"
"83199","166464","166464","166464","0.040193866938352585","0.040193866938352585","0.040193866938352585","166464","166464","166464","0.039740514010190964","0.039740514010190964","0.039740514010190964","166464","166464","166464","0.04135921597480774","0.04135921597480774","0.04135921597480774","","","","","","","166464","166464","166464","0.03998264670372009","0.03998264670372009","0.03998264670372009","166464","166464","166464","0.03991430625319481","0.03991430625319481","0.03991430625319481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86399","","","","","","","","","","","","","","","","","","","172877","172877","172877","0.04118470475077629","0.04118470475077629","0.04118470475077629","","","","","","","","","","","","","178583","178583","178583","0.1443396955728531","0.1443396955728531","0.1443396955728531","172877","172877","172877","0.04067319259047508","0.04067319259047508","0.04067319259047508","173377","173377","173377","0.06942642480134964","0.06942642480134964","0.06942642480134964","172879","172879","172879","0.04087882861495018","0.04087882861495018","0.04087882861495018","172877","172877","172877","0.03870558738708496","0.03870558738708496","0.03870558738708496","172877","172877","172877","0.039776984602212906","0.039776984602212906","0.039776984602212906","172877","172877","172877","0.03992766514420509","0.03992766514420509","0.03992766514420509","172893","172893","172893","0.045073941349983215","0.045073941349983215","0.045073941349983215","172916","172916","172916","0.049010101705789566","0.049010101705789566","0.049010101705789566","172962","172962","172962","0.04925910010933876","0.04925910010933876","0.04925910010933876"
"89599","179269","179269","179269","0.038920462131500244","0.038920462131500244","0.038920462131500244","179269","179269","179269","0.042281534522771835","0.042281534522771835","0.042281534522771835","179269","179269","179269","0.0386127345263958","0.0386127345263958","0.0386127345263958","","","","","","","179269","179269","179269","0.03917388245463371","0.03917388245463371","0.03917388245463371","179269","179269","179269","0.0380641333758831","0.0380641333758831","0.0380641333758831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89999","","","","","","","","","","","","","","","","","","","180081","180081","180081","0.03857951611280441","0.03857951611280441","0.03857951611280441","","","","","","","","","","","","","186024","186024","186024","0.14594227075576782","0.14594227075576782","0.14594227075576782","180081","180081","180081","0.03962991014122963","0.03962991014122963","0.03962991014122963","180601","180601","180601","0.06892091780900955","0.06892091780900955","0.06892091780900955","180082","180082","180082","0.04583742842078209","0.04583742842078209","0.04583742842078209","180081","180081","180081","0.039757926017045975","0.039757926017045975","0.039757926017045975","180081","180081","180081","0.03779926151037216","0.03779926151037216","0.03779926151037216","180081","180081","180081","0.03910007327795029","0.03910007327795029","0.03910007327795029","180096","180096","180096","0.04506247863173485","0.04506247863173485","0.04506247863173485","180121","180121","180121","0.04612495377659798","0.04612495377659798","0.04612495377659798","180168","180168","180168","0.04729325696825981","0.04729325696825981","0.04729325696825981"
"93599","","","","","","","","","","","","","","","","","","","187284","187284","187284","0.037516992539167404","0.037516992539167404","0.037516992539167404","","","","","","","","","","","","","193465","193465","193465","0.14462827146053314","0.14462827146053314","0.14462827146053314","187284","187284","187284","0.040623705834150314","0.040623705834150314","0.040623705834150314","187825","187825","187825","0.06910879909992218","0.06910879909992218","0.06910879909992218","187285","187285","187285","0.040659114718437195","0.040659114718437195","0.040659114718437195","187284","187284","187284","0.040781665593385696","0.040781665593385696","0.040781665593385696","187284","187284","187284","0.04096608608961105","0.04096608608961105","0.04096608608961105","187284","187284","187284","0.03999736160039902","0.03999736160039902","0.03999736160039902","187300","187300","187300","0.04207282140851021","0.04207282140851021","0.04207282140851021","187325","187325","187325","0.04507870972156525","0.04507870972156525","0.04507870972156525","187375","187375","187375","0.04719291999936104","0.04719291999936104","0.04719291999936104"
"95999","192074","192074","192074","0.04010380432009697","0.04010380432009697","0.04010380432009697","192074","192074","192074","0.039858270436525345","0.039858270436525345","0.039858270436525345","192074","192074","192074","0.039565421640872955","0.039565421640872955","0.039565421640872955","","","","","","","192074","192074","192074","0.040546964854002","0.040546964854002","0.040546964854002","192074","192074","192074","0.040423884987831116","0.040423884987831116","0.040423884987831116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97199","","","","","","","","","","","","","","","","","","","194487","194487","194487","0.03779963403940201","0.03779963403940201","0.03779963403940201","","","","","","","","","","","","","200906","200906","200906","0.14467483758926392","0.14467483758926392","0.14467483758926392","194487","194487","194487","0.04014100879430771","0.04014100879430771","0.04014100879430771","195050","195050","195050","0.06891559064388275","0.06891559064388275","0.06891559064388275","194489","194489","194489","0.042445555329322815","0.042445555329322815","0.042445555329322815","194487","194487","194487","0.04029923677444458","0.04029923677444458","0.04029923677444458","194487","194487","194487","0.036871541291475296","0.036871541291475296","0.036871541291475296","194487","194487","194487","0.03819441422820091","0.03819441422820091","0.03819441422820091","194504","194504","194504","0.04337923973798752","0.04337923973798752","0.04337923973798752","194530","194530","194530","0.045674070715904236","0.045674070715904236","0.045674070715904236","194582","194582","194582","0.04672781750559807","0.04672781750559807","0.04672781750559807"
"100799","","","","","","","","","","","","","","","","","","","201690","201690","201690","0.04005729407072067","0.04005729407072067","0.04005729407072067","","","","","","","","","","","","","208347","208347","208347","0.14466942846775055","0.14466942846775055","0.14466942846775055","201690","201690","201690","0.03943169489502907","0.03943169489502907","0.03943169489502907","202274","202274","202274","0.06845662742853165","0.06845662742853165","0.06845662742853165","201692","201692","201692","0.04284576699137688","0.04284576699137688","0.04284576699137688","201690","201690","201690","0.039992738515138626","0.039992738515138626","0.039992738515138626","201690","201690","201690","0.03893811255693436","0.03893811255693436","0.03893811255693436","201690","201690","201690","0.04160686954855919","0.04160686954855919","0.04160686954855919","201708","201708","201708","0.04126116260886192","0.04126116260886192","0.04126116260886192","201735","201735","201735","0.04383784160017967","0.04383784160017967","0.04383784160017967","201789","201789","201789","0.046717945486307144","0.046717945486307144","0.046717945486307144"
"102399","204879","204879","204879","0.037751615047454834","0.037751615047454834","0.037751615047454834","204879","204879","204879","0.03994501754641533","0.03994501754641533","0.03994501754641533","204879","204879","204879","0.041027333587408066","0.041027333587408066","0.041027333587408066","","","","","","","204879","204879","204879","0.03824256733059883","0.03824256733059883","0.03824256733059883","204879","204879","204879","0.03785513713955879","0.03785513713955879","0.03785513713955879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104399","","","","","","","","","","","","","","","","","","","208894","208894","208894","0.039550554007291794","0.039550554007291794","0.039550554007291794","","","","","","","","","","","","","215788","215788","215788","0.1449994444847107","0.1449994444847107","0.1449994444847107","208894","208894","208894","0.03700718283653259","0.03700718283653259","0.03700718283653259","209498","209498","209498","0.06804173439741135","0.06804173439741135","0.06804173439741135","208895","208895","208895","0.04110664129257202","0.04110664129257202","0.04110664129257202","208894","208894","208894","0.041397061198949814","0.041397061198949814","0.041397061198949814","208894","208894","208894","0.03983885049819946","0.03983885049819946","0.03983885049819946","208894","208894","208894","0.037340905517339706","0.037340905517339706","0.037340905517339706","208912","208912","208912","0.0406196191906929","0.0406196191906929","0.0406196191906929","208940","208940","208940","0.043013058602809906","0.043013058602809906","0.043013058602809906","208996","208996","208996","0.04544994607567787","0.04544994607567787","0.04544994607567787"
"107999","","","","","","","","","","","","","","","","","","","216097","216097","216097","0.038271114230155945","0.038271114230155945","0.038271114230155945","","","","","","","","","","","","","223229","223229","223229","0.1441071331501007","0.1441071331501007","0.1441071331501007","216097","216097","216097","0.03772824630141258","0.03772824630141258","0.03772824630141258","216722","216722","216722","0.06853273510932922","0.06853273510932922","0.06853273510932922","216099","216099","216099","0.04147708788514137","0.04147708788514137","0.04147708788514137","216097","216097","216097","0.0379793755710125","0.0379793755710125","0.0379793755710125","216097","216097","216097","0.03708907589316368","0.03708907589316368","0.03708907589316368","216097","216097","216097","0.0384708046913147","0.0384708046913147","0.0384708046913147","216116","216116","216116","0.04333186522126198","0.04333186522126198","0.04333186522126198","216145","216145","216145","0.04342268407344818","0.04342268407344818","0.04342268407344818","216202","216202","216202","0.04654203727841377","0.04654203727841377","0.04654203727841377"
"108799","217684","217684","217684","0.03993932530283928","0.03993932530283928","0.03993932530283928","217684","217684","217684","0.03725012391805649","0.03725012391805649","0.03725012391805649","217684","217684","217684","0.0402275025844574","0.0402275025844574","0.0402275025844574","","","","","","","217684","217684","217684","0.03857126832008362","0.03857126832008362","0.03857126832008362","217684","217684","217684","0.03868185728788376","0.03868185728788376","0.03868185728788376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111599","","","","","","","","","","","","","","","","","","","223300","223300","223300","0.038567982614040375","0.038567982614040375","0.038567982614040375","","","","","","","","","","","","","230670","230670","230670","0.1454252153635025","0.1454252153635025","0.1454252153635025","223300","223300","223300","0.037085987627506256","0.037085987627506256","0.037085987627506256","223946","223946","223946","0.0674692913889885","0.0674692913889885","0.0674692913889885","223302","223302","223302","0.040628090500831604","0.040628090500831604","0.040628090500831604","223300","223300","223300","0.03768383339047432","0.03768383339047432","0.03768383339047432","223300","223300","223300","0.03893781080842018","0.03893781080842018","0.03893781080842018","223300","223300","223300","0.03935065492987633","0.03935065492987633","0.03935065492987633","223320","223320","223320","0.043379392474889755","0.043379392474889755","0.043379392474889755","223350","223350","223350","0.04297228530049324","0.04297228530049324","0.04297228530049324","223409","223409","223409","0.05095655098557472","0.05095655098557472","0.05095655098557472"
"115199","230489","230489","230489","0.03656945377588272","0.03656945377588272","0.03656945377588272","230489","230489","230489","0.03496138006448746","0.03496138006448746","0.03496138006448746","230489","230489","230489","0.03805193677544594","0.03805193677544594","0.03805193677544594","230503","230503","230503","0.03714275360107422","0.03714275360107422","0.03714275360107422","230489","230489","230489","0.037594132125377655","0.037594132125377655","0.037594132125377655","230489","230489","230489","0.03744000568985939","0.03744000568985939","0.03744000568985939","238111","238111","238111","0.1446060687303543","0.1446060687303543","0.1446060687303543","230503","230503","230503","0.038091085851192474","0.038091085851192474","0.038091085851192474","231170","231170","231170","0.06896800547838211","0.06896800547838211","0.06896800547838211","230505","230505","230505","0.041267279535532","0.041267279535532","0.041267279535532","230503","230503","230503","0.03754181042313576","0.03754181042313576","0.03754181042313576","230503","230503","230503","0.038138989359140396","0.038138989359140396","0.038138989359140396","230503","230503","230503","0.03645480051636696","0.03645480051636696","0.03645480051636696","230524","230524","230524","0.04318525642156601","0.04318525642156601","0.04318525642156601","230554","230554","230554","0.04194005951285362","0.04194005951285362","0.04194005951285362","230616","230616","230616","0.047392234206199646","0.047392234206199646","0.047392234206199646"
"118799","","","","","","","","","","","","","","","","","","","237707","237707","237707","0.03724249452352524","0.03724249452352524","0.03724249452352524","","","","","","","","","","","","","245552","245552","245552","0.14719326794147491","0.14719326794147491","0.14719326794147491","237707","237707","237707","0.03703466057777405","0.03703466057777405","0.03703466057777405","238394","238394","238394","0.06923055648803711","0.06923055648803711","0.06923055648803711","237709","237709","237709","0.03911300376057625","0.03911300376057625","0.03911300376057625","237707","237707","237707","0.03712280094623566","0.03712280094623566","0.03712280094623566","237707","237707","237707","0.03922753036022186","0.03922753036022186","0.03922753036022186","237707","237707","237707","0.03748326376080513","0.03748326376080513","0.03748326376080513","237728","237728","237728","0.04231083393096924","0.04231083393096924","0.04231083393096924","237759","237759","237759","0.04315705597400665","0.04315705597400665","0.04315705597400665","237823","237823","237823","0.045782722532749176","0.045782722532749176","0.045782722532749176"
"121599","243294","243294","243294","0.0366046167910099","0.0366046167910099","0.0366046167910099","243294","243294","243294","0.040376171469688416","0.040376171469688416","0.040376171469688416","243294","243294","243294","0.038412097841501236","0.038412097841501236","0.038412097841501236","","","","","","","243294","243294","243294","0.03685707971453667","0.03685707971453667","0.03685707971453667","243294","243294","243294","0.039140358567237854","0.039140358567237854","0.039140358567237854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122399","","","","","","","","","","","","","","","","","","","244910","244910","244910","0.040091373026371","0.040091373026371","0.040091373026371","","","","","","","","","","","","","252993","252993","252993","0.1446731686592102","0.1446731686592102","0.1446731686592102","244910","244910","244910","0.03832404315471649","0.03832404315471649","0.03832404315471649","245618","245618","245618","0.06897210329771042","0.06897210329771042","0.06897210329771042","244912","244912","244912","0.038688793778419495","0.038688793778419495","0.038688793778419495","244910","244910","244910","0.03633355349302292","0.03633355349302292","0.03633355349302292","244910","244910","244910","0.038116246461868286","0.038116246461868286","0.038116246461868286","244910","244910","244910","0.03980908915400505","0.03980908915400505","0.03980908915400505","244931","244931","244931","0.04091079905629158","0.04091079905629158","0.04091079905629158","244964","244964","244964","0.04362957924604416","0.04362957924604416","0.04362957924604416","245029","245029","245029","0.04734405502676964","0.04734405502676964","0.04734405502676964"
"125999","","","","","","","","","","","","","","","","","","","252113","252113","252113","0.036370109766721725","0.036370109766721725","0.036370109766721725","","","","","","","","","","","","","260434","260434","260434","0.1459313929080963","0.1459313929080963","0.1459313929080963","252113","252113","252113","0.038764938712120056","0.038764938712120056","0.038764938712120056","252842","252842","252842","0.06902802735567093","0.06902802735567093","0.06902802735567093","252115","252115","252115","0.044131312519311905","0.044131312519311905","0.044131312519311905","252113","252113","252113","0.03663286566734314","0.03663286566734314","0.03663286566734314","252113","252113","252113","0.037842944264411926","0.037842944264411926","0.037842944264411926","252113","252113","252113","0.03718279302120209","0.03718279302120209","0.03718279302120209","252135","252135","252135","0.04359661042690277","0.04359661042690277","0.04359661042690277","252169","252169","252169","0.045109979808330536","0.045109979808330536","0.045109979808330536","252236","252236","252236","0.04638022556900978","0.04638022556900978","0.04638022556900978"
"127999","256099","256099","256099","0.036776427179574966","0.036776427179574966","0.036776427179574966","256099","256099","256099","0.037848539650440216","0.037848539650440216","0.037848539650440216","256099","256099","256099","0.03741242364048958","0.03741242364048958","0.03741242364048958","","","","","","","256099","256099","256099","0.036667436361312866","0.036667436361312866","0.036667436361312866","256099","256099","256099","0.03819737955927849","0.03819737955927849","0.03819737955927849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129599","","","","","","","","","","","","","","","","","","","259316","259316","259316","0.036256346851587296","0.036256346851587296","0.036256346851587296","","","","","","","","","","","","","267875","267875","267875","0.14471739530563354","0.14471739530563354","0.14471739530563354","259316","259316","259316","0.03809523209929466","0.03809523209929466","0.03809523209929466","260066","260066","260066","0.06713803857564926","0.06713803857564926","0.06713803857564926","259318","259318","259318","0.03881867974996567","0.03881867974996567","0.03881867974996567","259316","259316","259316","0.03719375282526016","0.03719375282526016","0.03719375282526016","259316","259316","259316","0.037068769335746765","0.037068769335746765","0.037068769335746765","259316","259316","259316","0.037074148654937744","0.037074148654937744","0.037074148654937744","259339","259339","259339","0.04204098507761955","0.04204098507761955","0.04204098507761955","259374","259374","259374","0.04302811622619629","0.04302811622619629","0.04302811622619629","259443","259443","259443","0.047092895954847336","0.047092895954847336","0.047092895954847336"
"133199","","","","","","","","","","","","","","","","","","","266520","266520","266520","0.038646794855594635","0.038646794855594635","0.038646794855594635","","","","","","","","","","","","","275316","275316","275316","0.14436034858226776","0.14436034858226776","0.14436034858226776","266520","266520","266520","0.035936444997787476","0.035936444997787476","0.035936444997787476","267290","267290","267290","0.0679740309715271","0.0679740309715271","0.0679740309715271","266522","266522","266522","0.04272307828068733","0.04272307828068733","0.04272307828068733","266520","266520","266520","0.0380844883620739","0.0380844883620739","0.0380844883620739","266520","266520","266520","0.04098566249012947","0.04098566249012947","0.04098566249012947","266520","266520","266520","0.03631960228085518","0.03631960228085518","0.03631960228085518","266543","266543","266543","0.039701350033283234","0.039701350033283234","0.039701350033283234","266579","266579","266579","0.043289054185152054","0.043289054185152054","0.043289054185152054","266650","266650","266650","0.04596550017595291","0.04596550017595291","0.04596550017595291"
"134399","268904","268904","268904","0.03554675728082657","0.03554675728082657","0.03554675728082657","268904","268904","268904","0.035793889313936234","0.035793889313936234","0.035793889313936234","268904","268904","268904","0.036896247416734695","0.036896247416734695","0.036896247416734695","","","","","","","268904","268904","268904","0.03604763001203537","0.03604763001203537","0.03604763001203537","268904","268904","268904","0.0364859513938427","0.0364859513938427","0.0364859513938427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136799","","","","","","","","","","","","","","","","","","","273723","273723","273723","0.03579399734735489","0.03579399734735489","0.03579399734735489","","","","","","","","","","","","","282757","282757","282757","0.14442124962806702","0.14442124962806702","0.14442124962806702","273723","273723","273723","0.03675997257232666","0.03675997257232666","0.03675997257232666","274514","274514","274514","0.06730987131595612","0.06730987131595612","0.06730987131595612","273725","273725","273725","0.038775280117988586","0.038775280117988586","0.038775280117988586","273723","273723","273723","0.03841382637619972","0.03841382637619972","0.03841382637619972","273723","273723","273723","0.03649862855672836","0.03649862855672836","0.03649862855672836","273723","273723","273723","0.03715815022587776","0.03715815022587776","0.03715815022587776","273747","273747","273747","0.040330544114112854","0.040330544114112854","0.040330544114112854","273783","273783","273783","0.04184328019618988","0.04184328019618988","0.04184328019618988","273856","273856","273856","0.04689405858516693","0.04689405858516693","0.04689405858516693"
"140399","","","","","","","","","","","","","","","","","","","280926","280926","280926","0.03973567858338356","0.03973567858338356","0.03973567858338356","","","","","","","","","","","","","290198","290198","290198","0.14421091973781586","0.14421091973781586","0.14421091973781586","280926","280926","280926","0.03578271344304085","0.03578271344304085","0.03578271344304085","281738","281738","281738","0.06662718951702118","0.06662718951702118","0.06662718951702118","280928","280928","280928","0.03923257067799568","0.03923257067799568","0.03923257067799568","280926","280926","280926","0.03853105008602142","0.03853105008602142","0.03853105008602142","280926","280926","280926","0.03801167756319046","0.03801167756319046","0.03801167756319046","280926","280926","280926","0.037127017974853516","0.037127017974853516","0.037127017974853516","280951","280951","280951","0.03957828879356384","0.03957828879356384","0.03957828879356384","280988","280988","280988","0.041094694286584854","0.041094694286584854","0.041094694286584854","281063","281063","281063","0.044755883514881134","0.044755883514881134","0.044755883514881134"
"140799","281709","281709","281709","0.03661268576979637","0.03661268576979637","0.03661268576979637","281709","281709","281709","0.036566875874996185","0.036566875874996185","0.036566875874996185","281709","281709","281709","0.035135384649038315","0.035135384649038315","0.035135384649038315","","","","","","","281709","281709","281709","0.03573592007160187","0.03573592007160187","0.03573592007160187","281709","281709","281709","0.03695440664887428","0.03695440664887428","0.03695440664887428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143999","","","","","","","","","","","","","","","","","","","288129","288129","288129","0.036262575536966324","0.036262575536966324","0.036262575536966324","","","","","","","","","","","","","297639","297639","297639","0.14439786970615387","0.14439786970615387","0.14439786970615387","288129","288129","288129","0.03552048280835152","0.03552048280835152","0.03552048280835152","288963","288963","288963","0.06944317370653152","0.06944317370653152","0.06944317370653152","288132","288132","288132","0.04091751575469971","0.04091751575469971","0.04091751575469971","288129","288129","288129","0.03858841955661774","0.03858841955661774","0.03858841955661774","288129","288129","288129","0.038112420588731766","0.038112420588731766","0.038112420588731766","288129","288129","288129","0.03529871627688408","0.03529871627688408","0.03529871627688408","288155","288155","288155","0.04169566556811333","0.04169566556811333","0.04169566556811333","288193","288193","288193","0.04097660630941391","0.04097660630941391","0.04097660630941391","288270","288270","288270","0.04688890278339386","0.04688890278339386","0.04688890278339386"
"147199","294514","294514","294514","0.03499568626284599","0.03499568626284599","0.03499568626284599","294514","294514","294514","0.03459276258945465","0.03459276258945465","0.03459276258945465","294514","294514","294514","0.03875844180583954","0.03875844180583954","0.03875844180583954","","","","","","","294514","294514","294514","0.035228077322244644","0.035228077322244644","0.035228077322244644","294514","294514","294514","0.03500179573893547","0.03500179573893547","0.03500179573893547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147599","","","","","","","","","","","","","","","","","","","295333","295333","295333","0.03670824319124222","0.03670824319124222","0.03670824319124222","","","","","","","","","","","","","305080","305080","305080","0.14413422346115112","0.14413422346115112","0.14413422346115112","295333","295333","295333","0.036388102918863297","0.036388102918863297","0.036388102918863297","296187","296187","296187","0.06773337721824646","0.06773337721824646","0.06773337721824646","295335","295335","295335","0.03937237337231636","0.03937237337231636","0.03937237337231636","295333","295333","295333","0.03753827139735222","0.03753827139735222","0.03753827139735222","295333","295333","295333","0.03483443334698677","0.03483443334698677","0.03483443334698677","295333","295333","295333","0.036381375044584274","0.036381375044584274","0.036381375044584274","295359","295359","295359","0.04173194617033005","0.04173194617033005","0.04173194617033005","295398","295398","295398","0.041378822177648544","0.041378822177648544","0.041378822177648544","295477","295477","295477","0.046247586607933044","0.046247586607933044","0.046247586607933044"
