model,loss_function,hessian_method,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match,dft_is_first_order_transition_state,predicted_is_first_order_transition_state
HIP,MSE,Direct prediction,740,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,741,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,742,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,743,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,744,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,745,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,746,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,747,16,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,748,8,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,749,7,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,750,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,751,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,752,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,753,8,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,754,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,755,17,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MSE,Direct prediction,756,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,757,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,758,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,759,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,760,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,761,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,762,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,763,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,764,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,765,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,766,14,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,767,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,768,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,769,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,770,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,771,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,772,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,773,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,774,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,775,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,776,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,777,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,778,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,779,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,780,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,781,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,782,13,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,783,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,784,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,785,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,786,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,787,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,788,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,789,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,790,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,791,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,792,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,793,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,794,17,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,795,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,796,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,797,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,798,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,799,19,0,2,False,Minimum,Higher-order saddle point,False,False,False
HIP,MSE,Direct prediction,800,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,801,6,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,802,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,803,13,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,804,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,805,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,806,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,807,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,808,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,809,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,810,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,811,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,812,14,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,813,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,814,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,815,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,816,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,817,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,818,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,819,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,820,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,821,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,822,14,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,823,12,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,824,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,825,16,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,826,19,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,827,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,828,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,829,13,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MSE,Direct prediction,830,11,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,831,8,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,832,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,833,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,834,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,835,16,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,836,21,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,837,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,838,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,839,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,840,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,841,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,842,11,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,843,17,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MSE,Direct prediction,844,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,845,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,846,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,847,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,848,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,849,9,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,850,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,851,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,852,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,853,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,854,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,855,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,856,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,857,15,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,858,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,859,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,860,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,861,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,862,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,863,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,864,16,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,865,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,866,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,867,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,868,12,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,869,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,870,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,871,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,872,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,873,21,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,874,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,875,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,876,13,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,877,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,878,17,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,879,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,880,16,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MSE,Direct prediction,881,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,882,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,883,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,884,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,885,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,886,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,887,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,888,17,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,889,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,890,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,891,18,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,892,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,893,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,894,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,895,17,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,896,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,897,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,898,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,899,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,900,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,901,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,902,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,903,6,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,904,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,905,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,906,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,907,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,908,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,909,12,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,910,15,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,911,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,912,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,913,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,914,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,915,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,916,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,917,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,918,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,919,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,920,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,921,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,922,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,923,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,924,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,925,10,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,926,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,927,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,928,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,929,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,930,20,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,931,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,932,15,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,933,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,934,8,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,935,19,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,936,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,937,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,938,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,939,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,940,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,941,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,942,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,943,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,944,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,945,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,946,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,947,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,948,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,949,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,950,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,951,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,952,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,953,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,954,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,955,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,956,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,957,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,958,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,959,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,960,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,961,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,962,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,963,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,964,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,965,19,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,966,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,967,8,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,968,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,969,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,970,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,971,12,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MSE,Direct prediction,972,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,973,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,974,16,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,975,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,976,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,977,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,978,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,979,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,980,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,981,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,982,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,983,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,984,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,985,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,986,14,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,987,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,988,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,989,18,0,1,False,Minimum,Transition state,False,False,True
HIP,MSE,Direct prediction,990,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MSE,Direct prediction,991,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,992,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,993,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MSE,Direct prediction,994,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,995,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,996,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,997,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MSE,Direct prediction,998,12,1,0,False,Transition state,Minimum,False,True,False
HIP,MSE,Direct prediction,999,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,0,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,1,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,2,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,3,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,4,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,5,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,6,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,7,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,8,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,9,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,10,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,11,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,12,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,13,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,14,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,15,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,16,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,17,10,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,18,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,19,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,20,15,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MAE,Direct prediction,21,17,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MAE,Direct prediction,22,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,23,16,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,24,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,25,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,26,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,27,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,28,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,29,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,30,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,31,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,32,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,33,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,34,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,35,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,36,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,37,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,38,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,39,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,40,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,41,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,42,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,43,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,44,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,45,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,46,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,47,12,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,48,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,49,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,50,17,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,51,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,52,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,53,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,54,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,55,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,56,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,57,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,58,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,59,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,60,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
