sample_index,reaction_identifier,geometry,model,loss_function,hessian_method,zpe_eV,dft_zpe_eV,absolute_zpe_error_eV
42,rxn1301,product,HIP,MAE,Direct prediction,2.7183348428974594,2.719058975341506,0.0007241324440467878
42,rxn1301,reactant,HIP,MAE+Sub,Direct prediction,2.6989788444015974,2.6984893713207043,0.000489473080893088
42,rxn1301,product,HIP,MAE+Sub,Direct prediction,2.7197663115338355,2.719058975341506,0.000707336192329322
43,rxn1302,reactant,HIP,MSE,Direct prediction,2.701036957809554,2.6984893713207043,0.0025475864888497846
43,rxn1302,product,HIP,MSE,Direct prediction,2.661116318887827,2.6593092243514294,0.0018070945363977131
43,rxn1302,reactant,HIP,MAE,Direct prediction,2.6982937398249174,2.6984893713207043,0.00019563149578694095
43,rxn1302,product,HIP,MAE,Direct prediction,2.659326296118366,2.6593092243514294,1.7071766936549437e-05
43,rxn1302,reactant,HIP,MAE+Sub,Direct prediction,2.6990455684321133,2.6984893713207043,0.0005561971114089737
43,rxn1302,product,HIP,MAE+Sub,Direct prediction,2.661329803238188,2.6593092243514294,0.0020205788867584396
44,rxn1303,reactant,HIP,MSE,Direct prediction,2.7009758396969867,2.6984893713207043,0.0024864683762824136
44,rxn1303,product,HIP,MSE,Direct prediction,2.694303291482191,2.695362013558932,0.0010587220767410699
44,rxn1303,reactant,HIP,MAE,Direct prediction,2.6983411561926207,2.6984893713207043,0.00014821512808360637
44,rxn1303,product,HIP,MAE,Direct prediction,2.694031605035106,2.695362013558932,0.0013304085238261543
44,rxn1303,reactant,HIP,MAE+Sub,Direct prediction,2.6990065422297067,2.6984893713207043,0.0005171709090023846
44,rxn1303,product,HIP,MAE+Sub,Direct prediction,2.694627710685398,2.695362013558932,0.0007343028735338208
45,rxn1304,reactant,HIP,MSE,Direct prediction,2.701025978082516,2.6984893713207043,0.002536606761811555
45,rxn1304,product,HIP,MSE,Direct prediction,2.638945693621058,2.638263153820976,0.0006825398000818161
45,rxn1304,reactant,HIP,MAE,Direct prediction,2.698327041202241,2.6984893713207043,0.00016233011846322754
45,rxn1304,product,HIP,MAE,Direct prediction,2.636971252888382,2.638263153820976,0.0012919009325940145
45,rxn1304,reactant,HIP,MAE+Sub,Direct prediction,2.699038655297586,2.6984893713207043,0.0005492839768814761
45,rxn1304,product,HIP,MAE+Sub,Direct prediction,2.635022818985606,2.638263153820976,0.0032403348353700068
46,rxn1305,reactant,HIP,MSE,Direct prediction,2.701014248367584,2.6984893713207043,0.0025248770468797588
46,rxn1305,product,HIP,MSE,Direct prediction,2.696978781300401,2.6918799680640797,0.00509881323632122
46,rxn1305,reactant,HIP,MAE,Direct prediction,2.698358911181816,2.6984893713207043,0.00013046013888828867
46,rxn1305,product,HIP,MAE,Direct prediction,2.6974237778097323,2.6918799680640797,0.005543809745652606
46,rxn1305,reactant,HIP,MAE+Sub,Direct prediction,2.6990566123419724,2.6984893713207043,0.000567241021268039
46,rxn1305,product,HIP,MAE+Sub,Direct prediction,2.696510385912864,2.6918799680640797,0.004630417848784152
