sample_idx,natoms,energy_error,forces_error,hessian_error,hessian_mre,asymmetry_error,true_asymmetry_error,eigval_mae,eigval1_mae,eigval2_mae,eigvec1_mae,eigvec2_mae,eigvec1_cos,eigvec2_cos,time,memory,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_mae_eckart,eigvec2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart
140,11,9233.021484375,0.0216241497546434,0.0417408198118209,0.3755161166191101,0.0,9.367047459818424e-05,0.1024147570133209,0.0713974237442016,0.1295402199029922,0.2669251561164856,0.269372820854187,0.6897979974746704,0.6621603965759277,36.39910507202149,512.379392,1,0,1,0,0,1,1,0,0,0,1,0.0139,0.0124,0.0039,0.0042,0.0133,0.9996,0.9958
141,16,6380.234375,0.0294365435838699,0.0566184669733047,1.64890456199646,0.0,2.288964606123045e-05,0.1782736033201217,0.2041621655225753,0.1078058555722236,0.1865561306476593,0.1311198621988296,0.2485169321298599,0.2314938455820083,41.291839599609375,598.445568,2,0,0,1,0,3,0,0,0,1,0,0.0422,0.0187,0.0338,0.0518,0.2094,0.8694,0.8603
142,12,9702.7919921875,0.3352760672569275,0.379764974117279,20.1389274597168,0.0,0.0002095629606628,1.2155967950820925,4.247631072998047,0.8556373119354248,0.147723913192749,0.1439618170261383,0.0585327446460723,0.0534247383475303,35.9218864440918,531.76576,7,0,0,0,1,7,0,0,0,1,1,0.2947,0.0614,0.2322,0.2048,0.194,0.1552,0.0111
143,19,9829.22265625,0.0067234248854219,0.0360001102089881,429.4274291992188,0.0,2.2772670490667224e-05,0.187888965010643,1.7531652450561523,0.560233473777771,0.1493319869041443,0.1405711472034454,0.0092834625393152,0.0198974795639514,41.866241455078125,648.748032,1,0,1,0,0,2,0,0,1,0,0,0.0551,0.0459,0.0788,0.1595,0.1455,0.1472,0.0024
144,24,11939.798828125,0.0575441010296344,0.0598814822733402,2.9529342651367188,0.0,1.2112373042327818e-05,0.1931625455617904,0.8550050258636475,0.3367413282394409,0.1613695919513702,0.1440151035785675,0.978872299194336,0.2935141324996948,49.49606323242188,737.743872,4,0,0,0,1,4,0,0,0,1,1,0.0465,0.1501,0.0592,0.0218,0.1359,0.971,0.1675
145,20,10298.1748046875,0.0448516644537448,0.0487085990607738,2.3109891414642334,0.0,1.5048384739202447e-05,0.1169724538922309,0.3528347015380859,0.091483786702156,0.0207096301019191,0.0438358783721923,0.9773288369178772,0.9133877158164978,59.16569519042969,671.190528,3,0,0,0,1,3,0,0,0,1,1,0.0272,0.0047,0.0177,0.1663,0.15,0.9794,0.9378
146,13,9266.828125,0.0145273450762033,0.0297040753066539,1.156530499458313,0.0,3.8032645534258336e-05,0.0728136450052261,0.0898022949695587,0.0311088263988494,0.0276259612292051,0.1643506586551666,0.9804189205169678,0.2796891927719116,45.84038543701172,551.030784,1,0,1,0,0,1,1,0,0,0,1,0.011,0.0039,0.0019,0.2065,0.2397,0.9997,0.9994
147,20,10402.310546875,0.0269978307187557,0.0293124709278345,1.201621413230896,0.0,2.2466489099315368e-05,0.098393015563488,0.7785296440124512,0.0323197245597839,0.005273928400129,0.0167411528527736,0.9984297156333924,0.9855636954307556,44.8807373046875,667.137536,5,0,0,0,1,4,0,0,0,1,0,0.0236,0.0679,0.0262,0.1591,0.0157,0.9977,0.9846
148,31,12171.29296875,0.003673261962831,0.0573807097971439,56.001014709472656,0.0,4.319193976698443e-06,0.4378241598606109,6.770391464233398,1.9889092445373533,0.0886987671256065,0.0953918248414993,0.0947748720645904,0.1034770682454109,55.15135955810547,856.075776,10,0,0,0,1,9,0,0,0,1,0,0.0863,0.3544,0.1809,0.1007,0.1278,0.0116,0.1465
149,22,12012.2265625,0.0105462064966559,0.0475370623171329,35.07483673095703,0.0,1.063691161107272e-05,0.2982696890830993,2.6348390579223637,1.0612025260925293,0.1346619725227356,0.140668511390686,0.042429007589817,0.0942705422639846,59.046783447265625,707.085824,4,0,0,0,1,4,0,0,0,1,1,0.0501,0.2193,0.0955,0.1293,0.064,0.168,0.7942
150,14,10851.5205078125,0.0090823881328105,0.0210926868021488,2.011831283569336,0.0,6.518046575365588e-05,0.1252698004245758,0.0797533988952636,0.2513806819915771,0.0071694226935505,0.0187068320810794,0.9955580830574036,0.9735942482948304,53.43948745727539,567.410688,4,0,0,0,1,4,0,0,0,1,1,0.0162,0.0182,0.004,0.0025,0.015,0.9998,0.9884
151,23,10563.755859375,0.0441922806203365,0.0579953603446483,8.815547943115234,0.0,9.918620889948215e-06,0.350514680147171,1.6882195472717283,1.9590551853179927,0.1122582107782363,0.1343732923269271,0.0031280666589736,0.1235932856798172,53.47868728637695,718.67136,7,0,0,0,1,7,0,0,0,1,1,0.0566,0.0592,0.2084,0.155,0.1659,0.6217,0.2585
152,17,10805.609375,0.0380942299962043,0.0522535778582096,7.544578552246094,0.0,4.212890053167939e-05,0.1262079179286956,0.0108478665351867,0.0561224818229675,0.1855897009372711,0.0773580893874168,0.883317232131958,0.6962426900863647,55.26457595825195,618.917376,2,0,0,1,0,2,0,0,1,0,1,0.0287,0.0316,0.049,0.1734,0.0573,0.829,0.8183
153,9,7625.5205078125,0.0976296365261077,0.3556111752986908,0.91315358877182,0.0,0.0007182702538557,0.5843365788459778,0.0928279161453247,0.5445617437362671,0.2704522907733917,0.2000592350959777,0.6585623025894165,0.0770696699619293,44.677982330322266,480.203264,2,0,0,1,0,2,0,0,1,0,1,0.0821,0.093,0.0163,0.2834,0.3267,0.6124,0.7483
154,20,14000.2451171875,0.0128828966990113,0.0198843013495206,1.2222005128860474,0.0,1.5723946489742957e-05,0.0540695451200008,0.0401633977890014,0.0244675427675247,0.0053389025852084,0.0220478177070617,0.9985289573669434,0.9785378575325012,42.145790100097656,666.324992,2,0,0,1,0,2,0,0,1,0,1,0.02,0.0211,0.005,0.003,0.1882,0.9996,0.9903
155,18,12284.8876953125,0.0343767777085304,0.0879282057285308,28.83052062988281,0.0,1.6038731700973585e-05,0.3737418353557586,3.07212495803833,1.0908591747283936,0.154289111495018,0.1275563687086105,0.282664954662323,0.2583561539649963,42.16902542114258,636.599808,3,0,0,0,1,3,0,0,0,1,1,0.1084,0.2109,0.1315,0.1802,0.1336,0.5527,0.2755
156,22,10898.2822265625,0.0076003996655344,0.0138286622241139,1.7788007259368896,0.0,1.1497518244141249e-05,0.0447177402675151,0.1020534709095954,0.0224963352084159,0.1221978738903999,0.1058655604720115,0.2343784570693969,0.1704163402318954,45.16524887084961,701.773824,3,0,0,0,1,3,0,0,0,1,1,0.0148,0.0063,0.0215,0.0142,0.1063,0.9821,0.0608
157,21,12449.041015625,0.0121280206367373,0.0274190213531255,5.376641273498535,0.0,1.1551243005669676e-05,0.1081962212920188,0.3492393493652344,0.1684706211090088,0.1503797471523285,0.1168271452188491,0.1484659314155578,0.3300806581974029,58.33113479614258,686.7712,4,0,0,0,1,4,0,0,0,1,1,0.0355,0.0241,0.0383,0.0318,0.0731,0.9486,0.6646
158,15,8734.900390625,0.065530776977539,0.0444475263357162,2.644680976867676,0.0,3.595777525333688e-05,0.2266769856214523,0.2862169742584228,0.1525939851999282,0.0741539970040321,0.1697252690792083,0.7568179965019226,0.0685129314661026,47.25145721435547,583.686656,4,0,0,0,1,4,0,0,0,1,1,0.0888,0.0067,0.0051,0.0159,0.0592,0.9922,0.8614
159,18,12492.78125,0.03608363494277,0.0333052836358547,3.3719377517700195,0.0,1.3221990229794756e-05,0.1785218119621276,0.3221452534198761,0.1144471913576126,0.060630977153778,0.1113438606262207,0.7467891573905945,0.4804911911487579,39.49651336669922,634.893824,3,0,0,0,1,3,0,0,0,1,1,0.0476,0.0011,0.0066,0.0196,0.1899,0.9821,0.9023
160,25,11398.0322265625,0.1800490021705627,0.0778530612587928,5.50957727432251,0.0,1.0509904313948937e-05,0.369679182767868,3.2485575675964355,0.004360020160675,0.0151510210707783,0.1148347407579422,0.982984185218811,0.8629509210586548,47.86275100708008,752.764416,6,0,0,0,1,5,0,0,0,1,0,0.1155,0.2918,0.0513,0.1265,0.1185,0.9805,0.9798
161,13,11391.8125,0.0201027616858482,0.0272773783653974,3.2989628314971924,0.0,7.66978191677481e-05,0.0564523376524448,0.0621874332427978,0.0474297404289245,0.007126335054636,0.0484986752271652,0.9981020092964172,0.9202476739883424,52.83097457885742,553.074176,4,0,0,0,1,4,0,0,0,1,1,0.0211,0.0087,0.0149,0.0089,0.0262,0.9968,0.9782
162,18,7885.8525390625,0.0088587626814842,0.0135163459926843,1.4113314151763916,0.0,2.285478331032209e-05,0.0324688144028186,0.0133207440376281,0.0289367735385894,0.0197582636028528,0.1945838034152984,0.9803937077522278,0.9846078157424928,50.90940856933594,634.425856,5,0,0,0,1,5,0,0,0,1,1,0.0135,0.0498,0.0163,0.0074,0.0072,0.9978,0.9979
163,26,11529.525390625,0.0168435536324977,0.0336558856070041,36.052825927734375,0.0,1.0583339644654188e-05,0.1592106074094772,1.4958276748657229,0.390908271074295,0.1226172447204589,0.103509746491909,0.0316440276801586,0.1723617911338806,51.8105583190918,769.646592,5,0,0,0,1,5,0,0,0,1,1,0.0483,0.0454,0.0568,0.1626,0.0752,0.76,0.671
164,17,12381.6171875,0.0569903925061225,0.0847334638237953,1.203410029411316,0.0,5.633546243188903e-05,0.2278541177511215,0.2115640640258789,0.1571637988090515,0.0232937484979629,0.1690882444381714,0.9733913540840148,0.587342381477356,55.80790328979492,620.306944,2,0,0,1,0,3,0,0,0,1,0,0.032,0.006,0.0158,0.0331,0.0475,0.9248,0.9071
165,17,12381.96484375,0.0399232096970081,0.0479206778109073,1.8053890466690063,0.0,4.545476986095309e-05,0.1076317355036735,0.1347267627716064,0.0220331251621246,0.0159497167915105,0.06415805965662,0.9888995885849,0.8563529253005981,49.85855865478516,616.870912,3,0,0,0,1,3,0,0,0,1,1,0.0192,0.0089,0.0288,0.0074,0.2082,0.9978,0.993
166,15,10103.5859375,0.0288608241826295,0.0410204157233238,6.576930046081543,0.0,4.0426257328363135e-05,0.0860001295804977,0.4256213903427124,0.0678191855549812,0.012528165243566,0.2036084979772567,0.9931631088256836,0.5802273750305176,41.02454376220703,582.269952,1,0,1,0,0,1,1,0,0,0,1,0.0259,0.0257,0.0013,0.0097,0.0115,0.9966,0.9942
167,21,9861.2685546875,0.0501940101385116,0.0499750226736068,7.042083263397217,0.0,1.9713355868589133e-05,0.1644071638584137,0.7561032772064209,0.0980051159858703,0.0234569534659385,0.1313437670469284,0.969882071018219,0.250723659992218,44.49894332885742,683.689984,6,0,0,0,1,6,0,0,0,1,1,0.0733,0.0402,0.0413,0.0169,0.043,0.9846,0.8791
168,16,9325.3974609375,0.0053195254877209,0.0095243919640779,9.524316787719728,0.0,2.364026840950828e-05,0.0265189614146947,0.0151375532150268,0.0267584025859832,0.0127473082393407,0.0126462522894144,0.9924171566963196,0.9905986189842224,43.16569519042969,602.0352,3,0,0,0,1,3,0,0,0,1,1,0.0044,0.0048,0.0127,0.022,0.0246,0.9762,0.9759
169,16,10884.755859375,0.0105713699012994,0.0206800438463687,1.0799131393432615,0.0,1.8877753973356448e-05,0.0790797770023346,0.1038541793823242,0.1085357367992401,0.0176447294652462,0.161169096827507,0.9736040830612184,0.4963583350181579,39.64924621582031,599.73376,5,0,0,0,1,5,0,0,0,1,1,0.024,0.0124,0.015,0.008,0.0274,0.9975,0.972
170,15,9196.7626953125,0.0348248183727264,0.0704982355237007,1.5324150323867798,0.0,4.1619878174969926e-05,0.1462585031986236,0.9732022285461426,0.1465993523597717,0.2022012621164322,0.1308433413505554,0.9948568344116212,0.4329704046249389,38.06022262573242,581.952512,1,0,1,0,0,1,1,0,0,0,1,0.03,0.099,0.0022,0.0102,0.079,0.9962,0.7677
171,15,9300.2880859375,0.009594677016139,0.0292480010539293,19.408218383789062,0.0,4.537496351986192e-05,0.0969679653644561,0.2364150732755661,0.253199428319931,0.2202761620283126,0.1557291895151138,0.6952352523803711,0.2067257761955261,37.80403137207031,581.638144,1,0,1,0,0,1,1,0,0,0,1,0.0157,0.016,0.0072,0.229,0.0429,0.9968,0.9234
172,13,10277.78515625,0.0677346214652061,0.0771860480308532,0.92372864484787,0.0,0.0001436453603673,0.299490749835968,0.1130071282386779,0.0811765938997268,0.1346606314182281,0.1436958014965057,0.4413993656635284,0.2281845510005951,38.0211181640625,549.223936,1,0,1,0,0,1,1,0,0,0,1,0.0389,0.033,0.0036,0.2343,0.2503,0.9966,0.9796
173,20,12525.0146484375,0.2186661511659622,0.0853483825922012,1.6935243606567385,0.0,1.6015499568311498e-05,0.3814230263233185,0.3958395719528198,0.2127442359924316,0.0539625808596611,0.1393590718507766,0.6818098425865173,0.1104047000408172,43.40838241577149,667.176448,6,0,0,0,1,6,0,0,0,1,1,0.1448,0.0155,0.0046,0.1195,0.0316,0.9965,0.9183
174,15,10414.5205078125,0.0071599869988858,0.0147261749953031,0.7410016655921936,0.0,2.8820641091442667e-05,0.0267838351428508,0.0150059461593627,0.0082044005393981,0.0126585327088832,0.0094063524156808,0.9943102598190308,0.9960741996765136,40.47347259521485,583.175168,4,0,0,0,1,4,0,0,0,1,1,0.0075,0.005,0.0034,0.0048,0.0049,0.9992,0.999
175,17,10343.55078125,0.0931825116276741,0.0691759660840034,1.3843848705291748,0.0,1.9506827811710536e-05,0.2827444672584533,0.3769185543060303,0.3464947938919067,0.1204359456896781,0.1417498141527176,0.1876296401023864,0.3287985026836395,41.29590225219727,616.338432,3,0,0,0,1,4,0,0,0,1,0,0.0975,0.0283,0.031,0.1677,0.107,0.6731,0.4799
176,16,10335.7646484375,0.0172136239707469,0.0326908789575099,3.2838921546936035,0.0,1.891813735710457e-05,0.0803183317184448,0.1229945719242096,0.0989773720502853,0.1483782529830932,0.0725537985563278,0.0392174907028675,0.8154871463775635,38.55289459228516,600.019968,1,0,1,0,0,1,1,0,0,0,1,0.0254,0.0172,0.0064,0.2003,0.0591,0.9018,0.8456
177,28,11563.2744140625,0.0143463816493749,0.0506227128207683,17.503135681152344,0.0,3.6497413020697422e-06,0.3147854208946228,3.172516345977783,1.3842296600341797,0.0949234440922737,0.1112312600016594,0.3158264458179474,0.0221225470304489,51.85126495361328,803.887104,5,0,0,0,1,6,0,0,0,1,0,0.054,0.2639,0.1013,0.1055,0.1017,0.1662,0.257
178,22,11002.1435546875,0.0068721147254109,0.02669726498425,11.749300003051758,0.0,9.08111542230472e-06,0.1686709225177765,1.647551655769348,0.511713981628418,0.1192972064018249,0.1154084429144859,0.0080215483903884,0.0992098897695541,59.67795181274414,705.911296,4,0,0,0,1,4,0,0,0,1,1,0.0318,0.0031,0.0364,0.0108,0.0899,0.9929,0.5063
179,19,13529.75390625,0.0294607896357774,0.0341209396719932,0.6403743624687195,0.0,1.6009285900508985e-05,0.122523695230484,0.2513072490692138,0.0852150321006774,0.006959315855056,0.1569737792015075,0.9976073503494264,0.2936553657054901,57.1923828125,652.451328,3,0,0,0,1,3,0,0,0,1,1,0.0291,0.1583,0.0016,0.0061,0.0079,0.9979,0.9965
180,14,8264.6513671875,0.0794448107481002,0.1162643656134605,1.1958624124526978,0.0,2.642997969815042e-05,0.3058983981609344,1.0587012767791748,0.0483312606811523,0.0265355110168457,0.2190292924642563,0.9721337556838988,0.8602052927017212,46.50316619873047,566.099456,2,0,0,1,0,2,0,0,1,0,1,0.056,0.2302,0.1217,0.1906,0.0215,0.9907,0.9829
181,31,12169.2001953125,0.0312013514339923,0.0266414880752563,10.546279907226562,0.0,5.486901045514969e-06,0.1478574573993683,0.839005708694458,1.2517002820968628,0.0170336123555898,0.0978127121925354,0.9731263518333436,0.2974486649036407,54.89664077758789,854.096384,9,0,0,0,1,10,0,0,0,1,0,0.0382,0.0676,0.0853,0.0184,0.0378,0.9728,0.8794
182,20,10401.73828125,0.0371781624853611,0.0441527925431728,8.077871322631836,0.0,1.866939965111669e-05,0.1410306990146637,0.6866278648376465,0.4576824605464935,0.0106624485924839,0.130092591047287,0.9924931526184082,0.0214820578694343,58.571807861328125,675.026944,6,0,0,0,1,6,0,0,0,1,1,0.0516,0.4789,0.0219,0.0101,0.138,0.9933,0.0402
183,18,10265.5908203125,0.0183228980749845,0.0275523960590362,1.0311810970306396,0.0,1.576542854309082e-05,0.0636285170912742,0.0752074718475341,0.1055812835693359,0.007920172996819,0.0196154732257127,0.9974392056465148,0.9842740297317504,47.17363357543945,636.54144,3,0,0,0,1,3,0,0,0,1,1,0.0158,0.02,0.0002,0.0167,0.2057,0.988,0.9655
184,13,10174.09375,0.0482456497848033,0.0694445595145225,1.91859769821167,0.0,4.621542393579148e-05,0.1587876826524734,0.4603884816169739,0.001522809267044,0.0254651717841625,0.0902035310864448,0.9780740141868592,0.7471557855606079,37.13740921020508,550.279168,2,0,0,1,0,2,0,0,1,0,1,0.0313,0.0752,0.0119,0.1879,0.2153,0.9754,0.9142
185,14,10850.400390625,0.207940325140953,0.1595524251461029,2.7060563564300537,0.0,7.17918956070207e-05,0.4890454113483429,2.690016269683838,0.2692177593708038,0.0530873499810695,0.2034705579280853,0.8899113535881042,0.4287485480308532,37.98527908325195,564.199936,4,0,0,0,1,3,0,0,0,1,0,0.1029,0.4031,0.1023,0.2196,0.1209,0.942,0.4708
186,22,9424.375,0.065698005259037,0.0494582913815975,2.930943489074707,0.0,9.704473086458164e-06,0.1357056200504303,0.0589412748813629,0.1020406559109687,0.0641744956374168,0.1504099071025848,0.8057453036308289,0.2389438152313232,44.51635360717773,700.734464,3,0,0,0,1,3,0,0,0,1,1,0.0478,0.1298,0.0185,0.1803,0.1898,0.9661,0.8525
187,20,8930.537109375,0.0057802172377705,0.0098974388092756,1.8237134218215945,0.0,1.3014551768719684e-05,0.0263740587979555,0.0104150474071502,0.0174181759357452,0.0221596118062734,0.1142570972442627,0.9696948528289796,0.249039277434349,57.32761764526367,670.727168,5,0,0,0,1,5,0,0,0,1,1,0.0077,0.009,0.0078,0.0133,0.1461,0.9906,0.9159
188,24,9458.349609375,0.007971940562129,0.029009448364377,33.97269821166992,0.0,6.84885435475735e-06,0.1745286285877227,1.1593096256256104,0.6681811809539795,0.1055789515376091,0.1384138911962509,0.1280036866664886,0.1388517618179321,52.78508758544922,738.278912,6,0,0,0,1,5,0,0,0,1,0,0.0324,0.0466,0.0004,0.1392,0.1543,0.9648,0.8293
189,22,9528.517578125,0.0107047846540808,0.0185630265623331,8.681584358215332,0.0,1.1786093637056185e-05,0.0514864660799503,0.2311849594116211,0.2570611238479614,0.0125827975571155,0.1413485258817672,0.9901973009109496,0.095225416123867,59.9246711730957,704.57088,6,0,0,0,1,6,0,0,0,1,1,0.0252,0.0057,0.0048,0.1794,0.1296,0.9794,0.4819
190,23,12943.8369140625,0.0360507257282733,0.0373078659176826,8.317502975463867,0.0,3.040696174139157e-05,0.0964228138327598,0.5400288105010986,0.0949270725250244,0.1221793666481971,0.1667714267969131,0.9589852690696716,0.6754395365715027,60.42595291137695,722.340352,7,0,0,0,1,6,0,0,0,1,0,0.0311,0.0025,0.0034,0.0269,0.0437,0.9478,0.8588
191,16,10231.9091796875,0.0775998756289482,0.0673891305923461,3.2919273376464844,0.0,4.341685416875407e-05,0.17121621966362,0.0739316940307617,0.049728512763977,0.1308428049087524,0.0266284700483083,0.9770793318748474,0.9632383584976196,54.86687850952149,603.564032,3,0,0,0,1,3,0,0,0,1,1,0.0419,0.0109,0.0036,0.1647,0.1711,0.9852,0.8614
192,19,10943.4208984375,0.0053987544961273,0.0205089133232831,6.445347785949707,0.0,1.1869231457239948e-05,0.088478147983551,0.7500032186508179,0.318422794342041,0.1613217145204544,0.1610087454319,0.0883220881223678,0.2248087972402572,50.57427215576172,649.942528,4,0,0,0,1,3,0,0,0,1,0,0.0256,0.0319,0.0207,0.1398,0.1878,0.9577,0.8589
193,16,11346.3916015625,0.099051259458065,0.0889824852347374,2.3028950691223145,0.0,7.40281175239943e-05,0.2327691316604614,0.5735180377960205,0.0418112277984619,0.2254022806882858,0.1917628049850464,0.9634631872177124,0.8962305784225464,41.09823989868164,600.50944,3,0,0,0,1,3,0,0,0,1,1,0.0509,0.1276,0.0191,0.2249,0.1749,0.9187,0.9474
194,20,9391.8740234375,0.0282289162278175,0.0308717731386423,1.5904020071029663,0.0,9.514579687674996e-06,0.0644802898168563,0.0839920043945312,0.0343721881508827,0.1620251834392547,0.1511143296957016,0.9983211755752563,0.0956140831112861,44.025856018066406,667.930624,3,0,0,0,1,3,0,0,0,1,1,0.016,0.0198,0.0001,0.1651,0.1216,0.9987,0.9899
195,22,12010.740234375,0.046550627797842,0.0431504026055336,2.810335636138916,0.0,1.697455627436284e-05,0.1245254352688789,1.6284518241882324,0.4089829325675964,0.0115629686042666,0.0231256298720836,0.9912211894989014,0.9717937707901,45.93356704711914,702.726656,5,0,0,0,1,5,0,0,0,1,1,0.0393,0.1016,0.2616,0.0202,0.0287,0.9391,0.9426
196,28,12570.6484375,0.1402393132448196,0.1111039221286773,5.030685424804688,0.0,1.0060133718070574e-05,0.8241618871688843,4.563368320465088,2.969435214996338,0.1159436851739883,0.0971678346395492,0.0357891879975795,0.0431559830904006,65.24211120605469,806.674432,7,0,0,0,1,8,0,0,0,1,0,0.1666,0.3201,0.2764,0.1069,0.1277,0.252,0.3804
197,23,11470.9892578125,0.0209690555930137,0.0318999476730823,1.687488079071045,0.0,2.986011895700358e-05,0.1089236438274383,0.6975414752960205,0.0119155943393707,0.0153533238917589,0.035340629518032,0.9833106994628906,0.9256821870803832,60.6638069152832,724.535808,4,0,0,0,1,4,0,0,0,1,1,0.0304,0.0608,0.0122,0.1271,0.101,0.99,0.0522
198,24,14633.3056640625,0.0086013497784733,0.0122903706505894,3.7330496311187744,0.0,1.1599577192100696e-05,0.0673591718077659,0.0572010576725006,0.009061649441719,0.1139186769723892,0.1545650213956833,0.0654069632291793,0.8725097179412842,62.00630569458008,740.271616,4,0,0,0,1,3,0,0,0,1,0,0.0299,0.0049,0.0305,0.008,0.1186,0.9951,0.1728
199,20,10402.111328125,0.0193479005247354,0.0327685587108135,1.0079874992370603,0.0,1.3873637726646848e-05,0.0645609945058822,0.1148977279663086,0.1751455664634704,0.1693111211061477,0.1702039241790771,0.9919668436050416,0.9776504039764404,58.5615348815918,672.22016,3,0,0,0,1,3,0,0,0,1,1,0.0297,0.0153,0.0271,0.0135,0.0171,0.988,0.9848
200,23,11576.03515625,0.0045467815361917,0.0217114314436912,7.610251426696777,0.0,8.82875519891968e-06,0.147716149687767,1.4179517030715942,0.5363132953643799,0.131749615073204,0.098305843770504,0.0220369957387447,0.4196404814720154,51.83488082885742,720.575488,2,0,0,1,0,3,0,0,0,1,0,0.0302,0.0396,0.0795,0.1545,0.1278,0.4327,0.0342
201,21,12448.3896484375,0.0149774486199021,0.0199406389147043,2.712217092514038,0.0,1.3183432201913092e-05,0.0676534473896026,0.0283506214618682,0.1012122184038162,0.1633549779653549,0.1416255831718444,0.9687081575393676,0.0254910141229629,58.69363021850586,686.99904,2,0,0,1,0,2,0,0,1,0,1,0.0259,0.0163,0.0251,0.0243,0.0469,0.9634,0.8758
202,19,10838.8271484375,0.0561060644686222,0.0430562756955623,10.756572723388672,0.0,1.47773471326218e-05,0.1011550948023796,0.0675131380558013,0.0652985498309135,0.1031031385064125,0.1838762164115905,0.556837260723114,0.3905232548713684,49.505279541015625,651.917312,2,0,0,1,0,2,0,0,1,0,1,0.0352,0.0057,0.0071,0.0184,0.194,0.9838,0.9775
203,18,10369.4150390625,0.0195744819939136,0.0478204898536205,4.615854740142822,0.0,6.768671300960705e-05,0.2487480044364929,2.800755500793457,0.3587224781513214,0.1290973871946334,0.1406075060367584,0.007284166291356,0.0021279081702232,41.063232421875,636.234752,3,0,0,0,1,3,0,0,0,1,1,0.0669,0.0672,0.0345,0.1844,0.1938,0.4038,0.4887
204,19,9932.125,0.0225237235426902,0.0369776561856269,1.3311885595321655,0.0,1.3062979633104987e-05,0.1040531322360038,0.2663197517395019,0.1488731801509857,0.1329910606145858,0.1338119059801101,0.0403689444065094,0.1950788646936416,40.94956970214844,650.473984,2,0,0,1,0,2,0,0,1,0,1,0.0291,0.0005,0.02,0.1337,0.1993,0.9914,0.9882
205,14,7253.62060546875,0.3263179063796997,0.2554454803466797,3.524032592773437,0.0,8.001484093256295e-05,0.6751922369003296,0.2044183015823364,0.0043807029724121,0.1440205425024032,0.1670026779174804,0.0406485460698604,0.064763106405735,40.429569244384766,565.988864,3,0,0,0,1,3,0,0,0,1,1,0.1549,0.705,0.0631,0.158,0.1498,0.0155,0.2599
206,16,8760.04296875,0.0087485527619719,0.0180921182036399,0.805638313293457,0.0,2.4330734959221445e-05,0.0456254854798316,0.0339494198560714,0.0005310773849487,0.2243390679359436,0.2331614792346954,0.7906240224838257,0.795239269733429,40.85846328735352,599.175168,1,0,1,0,0,1,1,0,0,0,1,0.0135,0.0333,0.0022,0.0062,0.1968,0.9983,0.9606
207,23,11472.197265625,0.0104255573824048,0.0140615832060575,1.2527045011520386,0.0,1.2052182682964483e-05,0.0544319525361061,0.1407411098480224,0.04886394739151,0.0059568476863205,0.1146198436617851,0.9976328015327454,0.2108976691961288,46.96063995361328,719.254016,4,0,0,0,1,4,0,0,0,1,1,0.0178,0.103,0.0045,0.005,0.1825,0.9986,0.9954
208,15,8837.865234375,0.0720884129405021,0.0683862641453743,2.565950870513916,0.0,3.5222074075136334e-05,0.2522802054882049,0.8927450180053711,0.6865112781524658,0.012006452307105,0.1792162358760833,0.9947362542152404,0.3324976563453674,53.36550521850586,584.90624,3,0,0,0,1,4,0,0,0,1,0,0.0645,0.0435,0.0176,0.0111,0.0179,0.9949,0.9903
209,14,8726.630859375,0.0547846518456935,0.0650891736149787,1.6097787618637085,0.0,0.0001380812318529,0.1827888041734695,0.6432762145996094,0.1771193444728851,0.0057913521304726,0.1688569188117981,0.9988449811935424,0.985684096813202,47.80851364135742,564.739072,2,0,0,1,0,2,0,0,1,0,1,0.0295,0.0762,0.0032,0.0068,0.008,0.9985,0.998
210,31,12169.0419921875,0.0152857843786478,0.06730318069458,114.19181823730467,0.0,7.897236173448619e-06,0.6140716075897217,6.478867053985596,1.7461278438568115,0.0993629246950149,0.0957892462611198,0.0266903489828109,0.0883950144052505,54.416385650634766,854.0544,10,0,0,0,1,10,0,0,0,1,1,0.1075,0.3711,0.1725,0.1011,0.0978,0.05,0.1043
211,17,6850.4423828125,0.018477190285921,0.0235217697918415,1.4174717664718628,0.0,1.530159352114424e-05,0.0913742333650589,0.0597786307334899,0.0307910740375518,0.1687397360801696,0.0573826991021633,0.8606429100036621,0.7959333658218384,56.27596664428711,622.37696,3,0,0,0,1,3,0,0,0,1,1,0.0239,0.0016,0.021,0.0175,0.0202,0.9835,0.9836
212,17,10909.3818359375,0.0775878205895423,0.094631128013134,3.4743359088897705,0.0,7.45062789064832e-05,0.2855288684368133,2.8772168159484863,0.2270089238882064,0.0229053106158971,0.1564581841230392,0.969873547554016,0.119804210960865,47.65900802612305,616.848896,4,0,0,0,1,4,0,0,0,1,1,0.0565,0.2064,0.0858,0.179,0.0304,0.9655,0.9613
213,22,11001.634765625,0.0116437207907438,0.0213491059839725,4.713846683502197,0.0,1.727710332488641e-05,0.0601101964712142,0.1968832015991211,0.1765452474355697,0.1310442686080932,0.0938822478055954,0.0795409679412841,0.0519128553569316,45.65071868896485,701.609984,4,0,0,0,1,4,0,0,0,1,1,0.025,0.0134,0.0269,0.1115,0.1351,0.9575,0.9561
