sample_index,model,hessian_method,zpe_eV,dft_zpe_eV,zpe_signed_error_eV,absolute_zpe_error_eV,reaction_delta_zpe_eV,dft_reaction_delta_zpe_eV,reaction_delta_zpe_signed_error_eV,absolute_reaction_delta_zpe_error_eV
25,EquiformerV2 AD,Automatic differentiation,2.6001735802148893,2.6641793796086866,-0.06400579939379725,0.0640057993937972,0.0004832328368786,0.0091645033528937,-0.0086812705160151,0.008681270516015
25,HIP,Direct prediction,2.665206502831645,2.6641793796086866,0.0010271232229586147,0.0010271232229586,0.0062604267559684,0.0091645033528937,-0.0029040765969252993,0.0029040765969253
26,DFT,DFT,2.6641834227092107,2.6641834227092107,0.0,0.0,0.0188930568539698,0.0188930568539698,0.0,0.0
26,AlphaNet AD,Automatic differentiation,2.564719039519716,2.6641834227092107,-0.09946438318949458,0.099464383189495,-0.0639282472603901,0.0188930568539698,-0.08282130411435991,0.0828213041143599
26,LeftNet-CF AD,Automatic differentiation,1.1718918588481364,2.6641834227092107,-1.4922915638610743,1.4922915638610743,0.0637127736725489,0.0188930568539698,0.0448197168185791,0.0448197168185791
26,LeftNet-DF AD,Automatic differentiation,2.652964941911743,2.6641834227092107,-0.011218480797467567,0.0112184807974675,0.0105794944436059,0.0188930568539698,-0.0083135624103639,0.0083135624103638
26,EquiformerV2 AD,Automatic differentiation,2.599058722886649,2.6641834227092107,-0.06512469982256164,0.0651246998225616,0.0109776103549945,0.0188930568539698,-0.0079154464989753,0.0079154464989752
26,HIP,Direct prediction,2.6652636146300632,2.6641834227092107,0.0010801919208525135,0.0010801919208525,0.0196220309732079,0.0188930568539698,0.0007289741192380988,0.0007289741192381
27,DFT,DFT,2.664183411409478,2.664183411409478,0.0,0.0,-0.2062739269400895,-0.2062739269400895,0.0,0.0
27,AlphaNet AD,Automatic differentiation,2.564719190057916,2.664183411409478,-0.09946422135156219,0.0994642213515626,-0.183748418304845,-0.2062739269400895,0.022525508635244496,0.0225255086352444
27,LeftNet-CF AD,Automatic differentiation,1.1726259778219357,2.664183411409478,-1.4915574335875423,1.4915574335875423,-0.1078002923442025,-0.2062739269400895,0.098473634595887,0.0984736345958869
27,LeftNet-DF AD,Automatic differentiation,2.6532756568406866,2.664183411409478,-0.01090775456879145,0.0109077545687914,-0.2093987254606828,-0.2062739269400895,-0.0031247985205933027,0.0031247985205933
27,EquiformerV2 AD,Automatic differentiation,2.5995255493545266,2.664183411409478,-0.06465786205495139,0.0646578620549513,-0.1827576961588914,-0.2062739269400895,0.023516230781198105,0.023516230781198
27,HIP,Direct prediction,2.665224905924417,2.664183411409478,0.0010414945149390675,0.0010414945149395,-0.2055840358100117,-0.2062739269400895,0.0006898911300778077,0.0006898911300777
28,DFT,DFT,2.6641834259315527,2.6641834259315527,0.0,0.0,-0.1004934735304967,-0.1004934735304967,0.0,0.0
28,AlphaNet AD,Automatic differentiation,2.564719062373321,2.6641834259315527,-0.09946436355823174,0.0994643635582317,-0.0602088631846329,-0.1004934735304967,0.0402846103458638,0.0402846103458638
28,LeftNet-CF AD,Automatic differentiation,1.1730652411133449,2.6641834259315527,-1.4911181848182078,1.4911181848182078,0.0085230327357044,-0.1004934735304967,0.1090165062662011,0.1090165062662011
28,LeftNet-DF AD,Automatic differentiation,2.652630785723697,2.6641834259315527,-0.011552640207855625,0.0115526402078556,-0.1541041762306658,-0.1004934735304967,-0.0536107027001691,0.0536107027001691
28,EquiformerV2 AD,Automatic differentiation,2.599279897200537,2.6641834259315527,-0.06490352873101557,0.0649035287310155,-0.1414746072483721,-0.1004934735304967,-0.0409811337178754,0.0409811337178753
28,HIP,Direct prediction,2.6652410984845747,2.6641834259315527,0.0010576725530220266,0.001057672553022,-0.1032661100026936,-0.1004934735304967,-0.0027726364721969016,0.0027726364721968
29,DFT,DFT,2.7295722566257847,2.7295722566257847,0.0,0.0,0.0027536448362939,0.0027536448362939,0.0,0.0
29,AlphaNet AD,Automatic differentiation,2.6624054107332173,2.7295722566257847,-0.06716684589256738,0.0671668458925673,0.0535033727336404,0.0027536448362939,0.0507497278973465,0.0507497278973465
29,LeftNet-CF AD,Automatic differentiation,1.1942593479715728,2.7295722566257847,-1.5353129086542119,1.535312908654212,-0.1290877582597569,0.0027536448362939,-0.1318414030960508,0.1318414030960508
29,LeftNet-DF AD,Automatic differentiation,2.720334015875776,2.7295722566257847,-0.009238240750008675,0.0092382407500086,-0.0087298016757442,0.0027536448362939,-0.0114834465120381,0.0114834465120381
29,EquiformerV2 AD,Automatic differentiation,2.726200930786945,2.7295722566257847,-0.0033713258388399225,0.0033713258388399,-0.0012880214703181,0.0027536448362939,-0.004041666306612,0.004041666306612
29,HIP,Direct prediction,2.730087726329378,2.7295722566257847,0.0005154697035933964,0.0005154697035933,0.0035557238567735,0.0027536448362939,0.0008020790204796,0.0008020790204796
30,DFT,DFT,2.729564484332635,2.729564484332635,0.0,0.0,-0.0402503172305142,-0.0402503172305142,0.0,0.0
30,AlphaNet AD,Automatic differentiation,2.6624056414083035,2.729564484332635,-0.06715884292433172,0.0671588429243317,0.0312760072799145,-0.0402503172305142,0.0715263245104287,0.0715263245104287
30,LeftNet-CF AD,Automatic differentiation,1.193886972102031,2.729564484332635,-1.5356775122306041,1.535677512230604,-0.0664216409603672,-0.0402503172305142,-0.026171323729853008,0.026171323729853
30,LeftNet-DF AD,Automatic differentiation,2.7195991152607037,2.729564484332635,-0.009965369071931462,0.0099653690719319,-0.045292837881699,-0.0402503172305142,-0.005042520651184802,0.0050425206511848
30,EquiformerV2 AD,Automatic differentiation,2.7257601560597338,2.729564484332635,-0.003804328272901447,0.0038043282729014,-0.0497474659696317,-0.0402503172305142,-0.0094971487391175,0.0094971487391175
30,HIP,Direct prediction,2.730059505705169,2.729564484332635,0.000495021372533877,0.0004950213725343,-0.0393389829401653,-0.0402503172305142,0.0009113342903488975,0.0009113342903488
31,DFT,DFT,2.7295643378579504,2.7295643378579504,0.0,0.0,-0.1117191984707592,-0.1117191984707592,0.0,0.0
31,AlphaNet AD,Automatic differentiation,2.66240633548398,2.7295643378579504,-0.0671580023739704,0.0671580023739704,-0.2341287936391882,-0.1117191984707592,-0.122409595168429,0.1224095951684289
31,LeftNet-CF AD,Automatic differentiation,1.194004376996753,2.7295643378579504,-1.5355599608611974,1.5355599608611974,-0.004676958892456,-0.1117191984707592,0.1070422395783032,0.1070422395783032
31,LeftNet-DF AD,Automatic differentiation,2.7201377286307493,2.7295643378579504,-0.009426609227201066,0.009426609227201,-0.1970690722378685,-0.1117191984707592,-0.08534987376710929,0.0853498737671092
31,EquiformerV2 AD,Automatic differentiation,2.725671794853436,2.7295643378579504,-0.0038925430045142484,0.0038925430045142,-0.1391208400669881,-0.1117191984707592,-0.027401641596228904,0.0274016415962288
31,HIP,Direct prediction,2.730054743777269,2.7295643378579504,0.0004904059193187038,0.0004904059193187,-0.1146246581991497,-0.1117191984707592,-0.0029054597283905,0.0029054597283904
32,DFT,DFT,2.7295643712203344,2.7295643712203344,0.0,0.0,-0.0470520722563221,-0.0470520722563221,0.0,0.0
32,AlphaNet AD,Automatic differentiation,2.6624064895641943,2.7295643712203344,-0.06715788165614,0.06715788165614,-0.1793389472341102,-0.0470520722563221,-0.1322868749777881,0.1322868749777881
32,LeftNet-CF AD,Automatic differentiation,1.1935326212057695,2.7295643712203344,-1.5360317500145648,1.5360317500145648,-0.0116326703351026,-0.0470520722563221,0.03541940192121951,0.0354194019212195
32,LeftNet-DF AD,Automatic differentiation,2.719359074080118,2.7295643712203344,-0.010205297140216452,0.0102052971402164,-0.0636208798459838,-0.0470520722563221,-0.0165688075896617,0.0165688075896617
32,EquiformerV2 AD,Automatic differentiation,2.725908678830936,2.7295643712203344,-0.003655692389398446,0.0036556923893984,-0.0530085152773009,-0.0470520722563221,-0.005956443020978794,0.0059564430209788
32,HIP,Direct prediction,2.730060900475068,2.7295643712203344,0.0004965292547338684,0.0004965292547334,-0.0463691193384871,-0.0470520722563221,0.000682952917835003,0.000682952917835
33,DFT,DFT,2.7295643700814813,2.7295643700814813,0.0,0.0,-0.1401079315813702,-0.1401079315813702,0.0,0.0
33,AlphaNet AD,Automatic differentiation,2.662406556840262,2.7295643700814813,-0.06715781324121917,0.0671578132412191,-0.1872578157159847,-0.1401079315813702,-0.04714988413461452,0.0471498841346145
33,LeftNet-CF AD,Automatic differentiation,1.193642857984658,2.7295643700814813,-1.5359215120968233,1.5359215120968233,0.1159156874597393,-0.1401079315813702,0.2560236190411095,0.2560236190411096
33,LeftNet-DF AD,Automatic differentiation,2.719659850445491,2.7295643700814813,-0.009904519635990372,0.0099045196359903,-0.1621724822531578,-0.1401079315813702,-0.022064550671787614,0.0220645506717875
33,EquiformerV2 AD,Automatic differentiation,2.726109672206473,2.7295643700814813,-0.0034546978750085167,0.0034546978750085,-0.1412196287624061,-0.1401079315813702,-0.0011116971810359033,0.0011116971810358
33,HIP,Direct prediction,2.7300695451406773,2.7295643700814813,0.0005051750591960058,0.000505175059196,-0.1390949716021805,-0.1401079315813702,0.0010129599791896815,0.0010129599791896
34,DFT,DFT,2.729564323528596,2.729564323528596,0.0,0.0,-0.0692567999834796,-0.0692567999834796,0.0,0.0
34,AlphaNet AD,Automatic differentiation,2.6624064942614223,2.729564323528596,-0.06715782926717351,0.067157829267173,-0.3064127165047186,-0.0692567999834796,-0.23715591652123896,0.2371559165212389
34,LeftNet-CF AD,Automatic differentiation,1.1934851767136507,2.729564323528596,-1.536079146814945,1.5360791468149446,-0.0892455171792698,-0.0692567999834796,-0.019988717195790207,0.0199887171957902
34,LeftNet-DF AD,Automatic differentiation,2.719510452048805,2.729564323528596,-0.010053871479790644,0.0100538714797902,-0.1501090527165702,-0.0692567999834796,-0.08085225273309062,0.0808522527330906
34,EquiformerV2 AD,Automatic differentiation,2.7259823072979046,2.729564323528596,-0.0035820162306912096,0.0035820162306907,-0.0702601395615105,-0.0692567999834796,-0.0010033395780309068,0.0010033395780308
34,HIP,Direct prediction,2.7300553717617904,2.729564323528596,0.0004910482331945687,0.000491048233195,-0.0722471078988047,-0.0692567999834796,-0.002990307915325105,0.002990307915325
35,DFT,DFT,2.7295643881367653,2.7295643881367653,0.0,0.0,-0.0427799363577237,-0.0427799363577237,0.0,0.0
35,AlphaNet AD,Automatic differentiation,2.662406494236647,2.7295643881367653,-0.06715789390011828,0.0671578939001182,-0.0927127454128644,-0.0427799363577237,-0.04993280905514069,0.0499328090551407
35,LeftNet-CF AD,Automatic differentiation,1.1935400814032977,2.7295643881367653,-1.5360243067334676,1.5360243067334678,0.3341040651217859,-0.0427799363577237,0.3768840014795096,0.3768840014795096
35,LeftNet-DF AD,Automatic differentiation,2.7195308251651285,2.7295643881367653,-0.010033562971636822,0.0100335629716368,-0.0721922134231767,-0.0427799363577237,-0.02941227706545299,0.029412277065453
35,EquiformerV2 AD,Automatic differentiation,2.726195952331489,2.7295643881367653,-0.0033684358052763486,0.0033684358052763,-0.1028843105969272,-0.0427799363577237,-0.06010437423920349,0.0601043742392035
35,HIP,Direct prediction,2.730064593748478,2.7295643881367653,0.0005002056117127118,0.0005002056117127,-0.0456262976728489,-0.0427799363577237,-0.0028463613151251954,0.0028463613151252
36,DFT,DFT,2.729564323523495,2.729564323523495,0.0,0.0,-0.043852601465669,-0.043852601465669,0.0,0.0
36,AlphaNet AD,Automatic differentiation,2.662406541593982,2.729564323523495,-0.06715778192951305,0.067157781929513,-0.2066785337552126,-0.043852601465669,-0.16282593228954362,0.1628259322895435
36,LeftNet-CF AD,Automatic differentiation,1.1939420968324757,2.729564323523495,-1.5356222266910193,1.535622226691019,-0.1808900340536019,-0.043852601465669,-0.1370374325879329,0.1370374325879328
36,LeftNet-DF AD,Automatic differentiation,2.719546045570291,2.729564323523495,-0.010018277953204091,0.010018277953204,-0.078767474592222,-0.043852601465669,-0.034914873126552996,0.0349148731265529
36,EquiformerV2 AD,Automatic differentiation,2.726237889328294,2.729564323523495,-0.0033264341952010668,0.003326434195201,-0.0509980213510452,-0.043852601465669,-0.007145419885376196,0.0071454198853762
36,HIP,Direct prediction,2.7300538194270816,2.729564323523495,0.0004894959035866009,0.0004894959035866,-0.0431159605952023,-0.043852601465669,0.0007366408704667024,0.0007366408704667
37,DFT,DFT,2.729564388138241,2.729564388138241,0.0,0.0,-0.0667282631959649,-0.0667282631959649,0.0,0.0
37,AlphaNet AD,Automatic differentiation,2.662406585446557,2.729564388138241,-0.06715780269168414,0.0671578026916845,-0.08505772780136,-0.0667282631959649,-0.018329464605395113,0.018329464605395
37,LeftNet-CF AD,Automatic differentiation,1.1934390823739771,2.729564388138241,-1.5361253057642639,1.5361253057642643,0.1627355584867096,-0.0667282631959649,0.22946382168267448,0.2294638216826745
37,LeftNet-DF AD,Automatic differentiation,2.7195073451371616,2.729564388138241,-0.010057043001079347,0.0100570430010797,-0.0711912924527404,-0.0667282631959649,-0.004463029256775511,0.0044630292567755
37,EquiformerV2 AD,Automatic differentiation,2.7256067242823323,2.729564388138241,-0.003957663855908677,0.0039576638559091,-0.1534959281479024,-0.0667282631959649,-0.0867676649519375,0.0867676649519375
37,HIP,Direct prediction,2.730065761735577,2.729564388138241,0.0005013735973360411,0.0005013735973355,-0.069536402597929,-0.0667282631959649,-0.002808139401964102,0.002808139401964
38,DFT,DFT,2.729564373950706,2.729564373950706,0.0,0.0,-0.0543900823507583,-0.0543900823507583,0.0,0.0
38,AlphaNet AD,Automatic differentiation,2.6624065868011755,2.729564373950706,-0.06715778714953036,0.0671577871495303,-0.1654428663773628,-0.0543900823507583,-0.11105278402660451,0.1110527840266044
38,LeftNet-CF AD,Automatic differentiation,1.1940275387546813,2.729564373950706,-1.5355368351960246,1.5355368351960246,0.2734533347542183,-0.0543900823507583,0.3278434171049766,0.3278434171049766
38,LeftNet-DF AD,Automatic differentiation,2.7194485508032784,2.729564373950706,-0.010115823147427427,0.0101158231474274,-0.0644627319703898,-0.0543900823507583,-0.010072649619631509,0.0100726496196315
38,EquiformerV2 AD,Automatic differentiation,2.726247465856764,2.729564373950706,-0.003316908093941695,0.0033169080939416,-0.0482289251230101,-0.0543900823507583,0.006161157227748196,0.0061611572277482
38,HIP,Direct prediction,2.7300679713746616,2.729564373950706,0.0005035974239557817,0.0005035974239557,-0.0571829164913321,-0.0543900823507583,-0.0027928341405738036,0.0027928341405738
39,DFT,DFT,2.698497532682295,2.698497532682295,0.0,0.0,-0.187047401680219,-0.187047401680219,0.0,0.0
39,AlphaNet AD,Automatic differentiation,2.6273515387678588,2.698497532682295,-0.0711459939144361,0.0711459939144361,-0.1516151799465968,-0.187047401680219,0.035432221733622205,0.0354322217336222
39,LeftNet-CF AD,Automatic differentiation,1.4598572912058667,2.698497532682295,-1.2386402414764281,1.238640241476428,-0.4586808480463182,-0.187047401680219,-0.2716334463660992,0.2716334463660992
39,LeftNet-DF AD,Automatic differentiation,2.6919005863052856,2.698497532682295,-0.00659694637700925,0.0065969463770092,-0.2269861281724154,-0.187047401680219,-0.0399387264921964,0.0399387264921964
39,EquiformerV2 AD,Automatic differentiation,2.690331083988378,2.698497532682295,-0.008166448693916806,0.0081664486939168,-0.2300723352909592,-0.187047401680219,-0.043024933610740196,0.0430249336107402
39,HIP,Direct prediction,2.6992329537424182,2.698497532682295,0.0007354210601233646,0.0007354210601233,-0.1863697286813566,-0.187047401680219,0.0006776729988623997,0.0006776729988624
40,DFT,DFT,2.698489416696333,2.698489416696333,0.0,0.0,-0.3373918968710327,-0.3373918968710327,0.0,0.0
40,AlphaNet AD,Automatic differentiation,2.6273511321642538,2.698489416696333,-0.07113828453207915,0.0711382845320791,-0.6538413784693988,-0.3373918968710327,-0.3164494815983661,0.316449481598366
40,LeftNet-CF AD,Automatic differentiation,1.4594382654701026,2.698489416696333,-1.2390511512262303,1.2390511512262303,-0.3281577306317311,-0.3373918968710327,0.009234166239301622,0.0092341662393016
40,LeftNet-DF AD,Automatic differentiation,2.691600040428796,2.698489416696333,-0.006889376267536829,0.0068893762675368,-0.4464047129518196,-0.3373918968710327,-0.10901281608078689,0.1090128160807868
40,EquiformerV2 AD,Automatic differentiation,2.6904121880434384,2.698489416696333,-0.008077228652894508,0.0080772286528945,-0.3380538153008134,-0.3373918968710327,-0.0006619184297806946,0.0006619184297806
40,HIP,Direct prediction,2.6992107700158585,2.698489416696333,0.0007213533195256083,0.0007213533195256,-0.3401697614741507,-0.3373918968710327,-0.0027778646031179632,0.0027778646031179
41,DFT,DFT,2.698489416820724,2.698489416820724,0.0,0.0,-0.0161662104295516,-0.0161662104295516,0.0,0.0
41,AlphaNet AD,Automatic differentiation,2.627351108082092,2.698489416820724,-0.07113830873863192,0.0711383087386319,-0.0740472513596977,-0.0161662104295516,-0.057881040930146094,0.057881040930146
41,LeftNet-CF AD,Automatic differentiation,1.4594092471266968,2.698489416820724,-1.2390801696940272,1.2390801696940268,-0.2542544565200804,-0.0161662104295516,-0.23808824609052878,0.2380882460905287
41,LeftNet-DF AD,Automatic differentiation,2.6913981628054544,2.698489416820724,-0.007091254015269666,0.0070912540152692,-0.0420410472072458,-0.0161662104295516,-0.025874836777694202,0.0258748367776942
41,EquiformerV2 AD,Automatic differentiation,2.6903597614383,2.698489416820724,-0.008129655382424161,0.0081296553824237,-0.0230993656027891,-0.0161662104295516,-0.006933155173237501,0.0069331551732374
41,HIP,Direct prediction,2.699211889236365,2.698489416820724,0.0007224724156409401,0.0007224724156409,-0.0154758423189974,-0.0161662104295516,0.0006903681105541997,0.0006903681105542
42,DFT,DFT,2.698489383259723,2.698489383259723,0.0,0.0,0.0205696040208023,0.0205696040208023,0.0,0.0
42,AlphaNet AD,Automatic differentiation,2.627351003137417,2.698489383259723,-0.071138380122306,0.0711383801223055,-0.0420283427503114,0.0205696040208023,-0.0625979467711137,0.0625979467711137
42,LeftNet-CF AD,Automatic differentiation,1.458862720645673,2.698489383259723,-1.23962666261405,1.23962666261405,-0.0427766620917575,0.0205696040208023,-0.0633462661125598,0.0633462661125598
42,LeftNet-DF AD,Automatic differentiation,2.69191822246454,2.698489383259723,-0.006571160795183051,0.006571160795183,0.0206543651133963,0.0205696040208023,8.476109259400108e-05,8.47610925940323e-05
42,EquiformerV2 AD,Automatic differentiation,2.690381908176798,2.698489383259723,-0.008107475082924864,0.0081074750829248,0.0199738041129315,0.0205696040208023,-0.0005957999078708004,0.0005957999078707
42,HIP,Direct prediction,2.69920727882199,2.698489383259723,0.0007178955622668681,0.0007178955622668,0.0212457909230053,0.0205696040208023,0.000676186902203002,0.0006761869022029
43,DFT,DFT,2.698489416826882,2.698489416826882,0.0,0.0,-0.0391801469692758,-0.0391801469692758,0.0,0.0
43,AlphaNet AD,Automatic differentiation,2.62735105189756,2.698489416826882,-0.0711383649293218,0.0711383649293218,-0.2938886502325815,-0.0391801469692758,-0.2547085032633057,0.2547085032633056
43,LeftNet-CF AD,Automatic differentiation,1.4595010433331723,2.698489416826882,-1.2389883734937095,1.2389883734937095,-0.335795820573016,-0.0391801469692758,-0.2966156736037402,0.2966156736037402
43,LeftNet-DF AD,Automatic differentiation,2.69192239787024,2.698489416826882,-0.006567018956642023,0.0065670189566415,-0.0657211556466488,-0.0391801469692758,-0.026541008677372996,0.0265410086773729
43,EquiformerV2 AD,Automatic differentiation,2.689989080772415,2.698489416826882,-0.00850033605446665,0.0085003360544666,-0.0252748837863832,-0.0391801469692758,0.013905263182892598,0.0139052631828926
43,HIP,Direct prediction,2.6992008341656115,2.698489416826882,0.0007114173387297029,0.0007114173387297,-0.0383478564720567,-0.0391801469692758,0.0008322904972190986,0.000832290497219
44,DFT,DFT,2.698489416825077,2.698489416825077,0.0,0.0,-0.0031273577617727,-0.0031273577617727,0.0,0.0
44,AlphaNet AD,Automatic differentiation,2.6273510702377108,2.698489416825077,-0.07113834658736629,0.0711383465873662,-0.0308342558742356,-0.0031273577617727,-0.027706898112462897,0.0277068981124628
44,LeftNet-CF AD,Automatic differentiation,1.459444443064678,2.698489416825077,-1.239044973760399,1.239044973760399,-0.5650368531872587,-0.0031273577617727,-0.561909495425486,0.561909495425486
44,LeftNet-DF AD,Automatic differentiation,2.691917526441637,2.698489416825077,-0.006571890383439971,0.0065718903834395,-0.032146753474088,-0.0031273577617727,-0.029019395712315297,0.0290193957123152
44,EquiformerV2 AD,Automatic differentiation,2.690661566581673,2.698489416825077,-0.007827850243403933,0.0078278502434034,0.0017060144152716,-0.0031273577617727,0.0048333721770443,0.0048333721770443
44,HIP,Direct prediction,2.6992217067647264,2.698489416825077,0.0007322899396493554,0.0007322899396493,-0.0059719560795025,-0.0031273577617727,-0.0028445983177297998,0.0028445983177297
45,DFT,DFT,2.698489416820704,2.698489416820704,0.0,0.0,-0.0602262174997281,-0.0602262174997281,0.0,0.0
45,AlphaNet AD,Automatic differentiation,2.627350947990807,2.698489416820704,-0.07113846882989705,0.071138468829897,-0.1107342836802289,-0.0602262174997281,-0.050508066180500806,0.0505080661805008
45,LeftNet-CF AD,Automatic differentiation,1.4593641235371464,2.698489416820704,-1.2391252932835577,1.2391252932835577,-0.1900539653184745,-0.0602262174997281,-0.1298277478187464,0.1298277478187464
45,LeftNet-DF AD,Automatic differentiation,2.690965365869571,2.698489416820704,-0.007524050951133177,0.0075240509511331,-0.0975895978146157,-0.0602262174997281,-0.0373633803148876,0.0373633803148876
45,EquiformerV2 AD,Automatic differentiation,2.6905206714109164,2.698489416820704,-0.007968745409787648,0.0079687454097876,-0.0871473778869913,-0.0602262174997281,-0.0269211603872632,0.0269211603872632
45,HIP,Direct prediction,2.6992441946435504,2.698489416820704,0.0007547778228462754,0.0007547778228462,-0.063215889575047,-0.0602262174997281,-0.0029896720753188957,0.0029896720753189
46,DFT,DFT,2.698489383260329,2.698489383260329,0.0,0.0,-0.0066094032566228,-0.0066094032566228,0.0,0.0
46,AlphaNet AD,Automatic differentiation,2.627351092046502,2.698489383260329,-0.0711382912138272,0.0711382912138272,-0.0880576164071658,-0.0066094032566228,-0.081448213150543,0.0814482131505429
46,LeftNet-CF AD,Automatic differentiation,1.45933391563809,2.698489383260329,-1.2391554676222392,1.2391554676222392,-0.0340706905402081,-0.0066094032566228,-0.027461287283585302,0.0274612872835853
46,LeftNet-DF AD,Automatic differentiation,2.691891026809156,2.698489383260329,-0.006598356451173348,0.0065983564511733,-0.0375034896174426,-0.0066094032566228,-0.0308940863608198,0.0308940863608198
46,EquiformerV2 AD,Automatic differentiation,2.6904438631235195,2.698489383260329,-0.008045520136809703,0.0080455201368097,-0.0144016900373435,-0.0066094032566228,-0.0077922867807207,0.0077922867807207
46,HIP,Direct prediction,2.6991899135838757,2.698489383260329,0.0007005303235465554,0.0007005303235461,-0.0059027739687777,-0.0066094032566228,0.0007066292878451005,0.0007066292878451
47,DFT,DFT,2.789056187067766,2.789056187067766,0.0,0.0,0.0052851081856751,0.0052851081856751,0.0,0.0
47,AlphaNet AD,Automatic differentiation,2.754761602131914,2.789056187067766,-0.034294584935852246,0.0342945849358522,0.01545609976971,0.0052851081856751,0.010170991584034901,0.0101709915840349
47,LeftNet-CF AD,Automatic differentiation,1.2787049091520966,2.789056187067766,-1.5103512779156696,1.5103512779156696,0.1762788518554334,0.0052851081856751,0.1709937436697583,0.1709937436697582
47,LeftNet-DF AD,Automatic differentiation,2.779130526109343,2.789056187067766,-0.009925660958423066,0.009925660958423,-0.0245188162399758,0.0052851081856751,-0.0298039244256509,0.0298039244256509
47,EquiformerV2 AD,Automatic differentiation,2.783170127320373,2.789056187067766,-0.005886059747393091,0.005886059747393,0.036485130900158,0.0052851081856751,0.0312000227144829,0.0312000227144829
47,HIP,Direct prediction,2.789058573119492,2.789056187067766,2.3860517259777225e-06,2.3860517259777225e-06,0.0025208903000252,0.0052851081856751,-0.0027642178856498996,0.0027642178856499
48,DFT,DFT,2.7890560271816445,2.7890560271816445,0.0,0.0,-0.1994079711174876,-0.1994079711174876,0.0,0.0
48,AlphaNet AD,Automatic differentiation,2.754760848538373,2.7890560271816445,-0.03429517864327147,0.0342951786432719,-0.2021432917102611,-0.1994079711174876,-0.0027353205927735103,0.0027353205927735
48,LeftNet-CF AD,Automatic differentiation,1.278704976527843,2.7890560271816445,-1.5103510506538014,1.5103510506538014,-0.3626837290307525,-0.1994079711174876,-0.16327575791326493,0.1632757579132649
48,LeftNet-DF AD,Automatic differentiation,2.779435485867487,2.7890560271816445,-0.00962054131415746,0.0096205413141574,-0.2341284343452924,-0.1994079711174876,-0.03472046322780481,0.0347204632278049
48,EquiformerV2 AD,Automatic differentiation,2.7824813844702336,2.7890560271816445,-0.0065746427114108386,0.0065746427114108,-0.2700338571127423,-0.1994079711174876,-0.07062588599525471,0.0706258859952547
48,HIP,Direct prediction,2.789066412543346,2.7890560271816445,1.038536170172577e-05,1.038536170216986e-05,-0.1987308056527637,-0.1994079711174876,0.0006771654647239056,0.0006771654647238
49,DFT,DFT,2.7890560291482585,2.7890560291482585,0.0,0.0,-0.0164793780361866,-0.0164793780361866,0.0,0.0
49,AlphaNet AD,Automatic differentiation,2.7547608325976936,2.7890560291482585,-0.0342951965505649,0.0342951965505649,-0.1252260140622535,-0.0164793780361866,-0.1087466360260669,0.1087466360260668
49,LeftNet-CF AD,Automatic differentiation,1.278736540322447,2.7890560291482585,-1.5103194888258114,1.5103194888258111,0.2097251701824886,-0.0164793780361866,0.2262045482186752,0.2262045482186752
49,LeftNet-DF AD,Automatic differentiation,2.7793278549951497,2.7890560291482585,-0.009728174153108782,0.0097281741531087,-0.0371727476626531,-0.0164793780361866,-0.020693369626466496,0.0206933696264664
49,EquiformerV2 AD,Automatic differentiation,2.782897626068853,2.7890560291482585,-0.006158403079405517,0.0061584030794055,-0.0153490079878688,-0.0164793780361866,0.0011303700483178015,0.0011303700483178
49,HIP,Direct prediction,2.789062437372348,2.7890560291482585,6.408224089593517e-06,6.408224089149428e-06,-0.0157888240516848,-0.0164793780361866,0.000690553984501803,0.0006905539845017
50,DFT,DFT,2.789056029149433,2.789056029149433,0.0,0.0,-0.1350432703073875,-0.1350432703073875,0.0,0.0
50,AlphaNet AD,Automatic differentiation,2.754760853723503,2.789056029149433,-0.03429517542592997,0.0342951754259304,-0.3025483185876439,-0.1350432703073875,-0.16750504828025642,0.1675050482802565
50,LeftNet-CF AD,Automatic differentiation,1.2788831541635406,2.789056029149433,-1.5101728749858925,1.510172874985893,-0.0145065498253339,-0.1350432703073875,0.12053672048205359,0.1205367204820535
50,LeftNet-DF AD,Automatic differentiation,2.779326132955428,2.789056029149433,-0.009729896194004883,0.0097298961940057,-0.1626145371156191,-0.1350432703073875,-0.027571266808231604,0.0275712668082317
50,EquiformerV2 AD,Automatic differentiation,2.7830276024820386,2.789056029149433,-0.006028426667394449,0.0060284266673948,-0.1727201629032791,-0.1350432703073875,-0.0376768925958916,0.0376768925958915
50,HIP,Direct prediction,2.789064145891035,2.789056029149433,8.116741601948974e-06,8.116741601504884e-06,-0.1379670157270771,-0.1350432703073875,-0.002923745419689594,0.0029237454196896
51,DFT,DFT,2.789056029148717,2.789056029148717,0.0,0.0,0.0186416327689622,0.0186416327689622,0.0,0.0
51,AlphaNet AD,Automatic differentiation,2.754760883810822,2.789056029148717,-0.03429514533789524,0.0342951453378952,0.0314314876008727,0.0186416327689622,0.012789854831910499,0.0127898548319105
51,LeftNet-CF AD,Automatic differentiation,1.2787172551240105,2.789056029148717,-1.5103387740247067,1.5103387740247067,0.2531768673380367,0.0186416327689622,0.2345352345690745,0.2345352345690745
51,LeftNet-DF AD,Automatic differentiation,2.779330906816894,2.789056029148717,-0.009725122331823322,0.0097251223318233,-0.0039636565254645,0.0186416327689622,-0.022605289294426702,0.0226052892944268
